sample	declaration	outcome	adjudicated	recheck_300s_16gb	first_failing	first_failing_code	cluster	declaration_records	declines
A/initstd-500-restream	Std.OrientedCmp	CLEAN	CLEAN					9	0
A/initstd-500-restream	Std.PRange.UpwardEnumerable.Map.mk.inj	CLEAN	CLEAN					27	0
A/initstd-500-restream	Std.Packages.PreorderOfLEArgs.lt_iff	CLEAN	CLEAN					330	0
A/initstd-500-restream	Std.Rcc.noConfusionType	CLEAN	CLEAN					4	0
A/initstd-500-restream	Std.Rco.toList_eq_nil_iff	CLEAN	CLEAN					780	0
A/initstd-500-restream	Std.Rii.eq_succMany?_of_toList_eq_append_cons._proof_2	CLEAN	CLEAN					377	0
A/initstd-500-restream	Std.Roc._sizeOf_inst	CLEAN	CLEAN					25	0
A/initstd-500-restream	Std.Rxc.Iterator.noConfusion	CLEAN	CLEAN					11	0
A/initstd-500-restream	Std.Rxi.HasSize.mk.noConfusion	CLEAN	CLEAN					15	0
A/initstd-500-restream	Std.Rxi.Iterator.instIteratorLoop.loop.congr_simp	CLEAN	CLEAN					256	0
A/initstd-500-restream	Std.Rxi.Iterator.toList_eq_match	CLEAN	CLEAN					756	0
A/initstd-500-restream	Std.Rxi.instIsAlwaysFiniteOfLawfulHasSize	CLEAN	CLEAN					1332	0
A/initstd-500-restream	Std.Sat.AIG.ArbitraryShiftTarget.noConfusion	CLEAN	CLEAN					2186	0
A/initstd-500-restream	Std.Sat.AIG.Entrypoint.relabelNat'	CLEAN	CLEAN					2235	0
A/initstd-500-restream	Std.Sat.AIG.RefVec.MapTarget.ctorIdx	CLEAN	CLEAN					2233	0
A/initstd-500-restream	Std.Sat.AIG.RelabelNat.State.casesOn	CLEAN	CLEAN					2108	0
A/initstd-500-restream	Std.Sat.AIG.denote_mkAtom_cached	CLEAN	CLEAN					3297	0
A/initstd-500-restream	Std.Sat.AIG.mkBEqCached_le_size	CLEAN	CLEAN					3346	0
A/initstd-500-restream	Std.Tactic.BVDecide.BVExpr.bitblast._proof_11	RESOURCE	RESOURCE	RESOURCE(rc=124)				0	0
A/initstd-500-restream	Std.Tactic.BVDecide.BVExpr.bitblast.blastConst._proof_6	CLEAN	CLEAN					1284	0
A/initstd-500-restream	Std.Tactic.BVDecide.BVExpr.bitblast.blastCpopLayer.go._proof_3	RESOURCE	RESOURCE	RESOURCE(rc=124)				0	0
A/initstd-500-restream	Std.Tactic.BVDecide.BVExpr.bitblast.instLawfulVecOperatorRefVecBlastNeg	RESOURCE	RESOURCE	RESOURCE(rc=124)				0	0
A/initstd-500-restream	Std.Tactic.BVDecide.BVExpr.decEq._proof_158	CLEAN	CLEAN					82	0
A/initstd-500-restream	Std.Tactic.BVDecide.BVExpr.decEq._proof_159	CLEAN	CLEAN					82	0
A/initstd-500-restream	Std.Tactic.BVDecide.BVExpr.replicate.inj	CLEAN	CLEAN					112	0
A/initstd-500-restream	Std.Tactic.BVDecide.BVPred.mkUlt_denote_eq	RESOURCE	RESOURCE	RESOURCE(rc=124)				0	0
A/initstd-500-restream	Std.Tactic.BVDecide.LRAT.Internal.Assignment.noConfusionType	CLEAN	CLEAN					41	0
A/initstd-500-restream	Std.Tactic.BVDecide.LRAT.Internal.Assignment.removePos_addPos_cancel	CLEAN	CLEAN					129	0
A/initstd-500-restream	Std.Tactic.BVDecide.LRAT.Internal.DefaultClause.reduce	CLEAN	CLEAN					355	0
A/initstd-500-restream	Std.Tactic.BVDecide.LRAT.instToStringAction	CLEAN	CLEAN					515	0
A/initstd-500-restream	Std.Tactic.BVDecide.Normalize.BitVec.beq_not_ite'	CLEAN	CLEAN					1840	0
A/initstd-500-restream	Std.Time.DateTime.noConfusionType	CLEAN	CLEAN					1478	0
A/initstd-500-restream	Std.Time.GenericFormat.spec!	CLEAN	CLEAN					3991	0
A/initstd-500-restream	Std.Time.Modifier.O.noConfusion	CLEAN	CLEAN					90	0
A/initstd-500-restream	Std.Time.OffsetZ.full.sizeOf_spec	CLEAN	CLEAN					11	0
A/initstd-500-restream	Std.Time.PlainDateTime.mk.sizeOf_spec	CLEAN	CLEAN					1464	0
A/initstd-500-restream	Std.Time.TimeZone.TZif.Header.charcnt	CLEAN	CLEAN					42	0
A/initstd-500-restream	Std.Time.TimeZone.TZif.Header.leapcnt	CLEAN	CLEAN					42	0
A/initstd-500-restream	Std.Time.Weekday.instDecidableLtOrdinal._aux_1	CLEAN	CLEAN					82	0
A/initstd-500-restream	Std.Time.ZonedDateTime.toPlainDateTime	CLEAN	CLEAN					1485	0
A/initstd-500-restream	Std.Time.instDecidableEqTimeZone	CLEAN	CLEAN					645	0
A/initstd-500-restream	Std.Time.instHAddOffsetOffset_33	CLEAN	CLEAN					1624	0
A/initstd-500-restream	Std.Time.instHAddOffsetOffset_35	CLEAN	CLEAN					1624	0
A/initstd-500-restream	Std.Time.instHSubOffsetOffset_13	CLEAN	CLEAN					1610	0
A/initstd-500-restream	Std.Time.instHSubOffsetOffset_29	CLEAN	CLEAN					1624	0
A/initstd-500-restream	Std.TreeMap.Raw._sizeOf_inst	CLEAN	CLEAN					325	0
A/initstd-500-restream	Std.TreeMap.Raw.entryAtIdx?	CLEAN	CLEAN					346	0
A/initstd-500-restream	Std.TreeMap.Raw.mem_union_of_right	CLEAN	CLEAN					3666	0
A/initstd-500-restream	Std.TreeMap.Raw.minKey!_le_minKey!_erase	CLEAN	CLEAN					3840	0
A/initstd-500-restream	Std.TreeMap.Raw.ofList._auto_1	CLEAN	CLEAN					310	0
A/initstd-500-restream	Std.TreeMap.contains_of_contains_insert	CLEAN	CLEAN					3489	0
A/initstd-500-restream	Std.TreeMap.getElem!_inter_of_not_mem_right	CLEAN	CLEAN					3623	0
A/initstd-500-restream	Std.TreeMap.getKey!_map	CLEAN	CLEAN					3474	0
A/initstd-500-restream	Std.TreeMap.getKey!_modify	CLEAN	CLEAN					3613	0
A/initstd-500-restream	Std.TreeMap.getKey?_insertManyIfNewUnit_list_of_not_mem_of_mem	CLEAN	CLEAN					3604	0
A/initstd-500-restream	Std.TreeMap.getKey_insertManyIfNewUnit_list_of_not_mem_of_mem	CLEAN	CLEAN					3627	0
A/initstd-500-restream	Std.TreeMap.size_le_size_alter	CLEAN	CLEAN					3600	0
A/initstd-500-restream	Std.TreeMap.size_modify	CLEAN	CLEAN					3499	0
A/initstd-500-restream	Std.TreeSet.Equiv.merge	CLEAN	CLEAN					3514	0
A/initstd-500-restream	Std.TreeSet.Raw.Equiv.getGE!_eq	CLEAN	CLEAN					3345	0
A/initstd-500-restream	Std.TreeSet.Raw.Equiv.getLTD_eq	CLEAN	CLEAN					3399	0
A/initstd-500-restream	Std.TreeSet.get!	CLEAN	CLEAN					2561	0
A/initstd-500-restream	Std.TreeSet.get?_erase	CLEAN	CLEAN					3529	0
A/initstd-500-restream	Std.TreeSet.insert	CLEAN	CLEAN					2579	0
A/initstd-500-restream	Std.TreeSet.instSliceableRcoSlice	CLEAN	CLEAN					2563	0
A/initstd-500-restream	Std.TreeSet.isSome_get?_iff_mem	CLEAN	CLEAN					3452	0
A/initstd-500-restream	Std.TreeSet.max_erase_eq_of_not_compare_eq_max	CLEAN	CLEAN					3865	0
A/initstd-500-restream	Std.instHasRcoIntersectionNat_3	CLEAN	CLEAN					98	0
A/initstd-500-restream	String.Pos.Down.noConfusion	CLEAN	CLEAN					330	0
A/initstd-500-restream	String.Pos.Raw.byteIdx_lt_byteIdx_next	CLEAN	CLEAN					3247	0
A/initstd-500-restream	String.Pos.Splits.pos_eq_of_eq_right	CLEAN	CLEAN					602	0
A/initstd-500-restream	String.Pos.ofToSlice_le	CLEAN	CLEAN					3537	0
A/initstd-500-restream	String.Slice.Pattern.Model.IsLongestRevMatchAt.lt	CLEAN	CLEAN					3808	0
A/initstd-500-restream	String.Slice.Pattern.Model.NoSuffixPatternModel.of_length_eq	CLEAN	CLEAN					3297	0
A/initstd-500-restream	String.Slice.Pattern.Model.split_eq_of_isLongestMatchAt	CLEAN	CLEAN					4102	0
A/initstd-500-restream	String.Slice.SplitIterator.instIteratorIdSubslice._proof_9	CLEAN	CLEAN					402	0
A/initstd-500-restream	String.Slice.rawEndPos_sliceFrom	CLEAN	CLEAN					1433	0
A/initstd-500-restream	String.Slice.revChars.eq_1	CLEAN	CLEAN					3931	0
A/initstd-500-restream	String.Slice.subslice_endPos	CLEAN	CLEAN					506	0
A/initstd-500-restream	String.foldr	CLEAN	CLEAN					4013	0
A/initstd-500-restream	String.toInt?_eq_none	CLEAN	CLEAN					4287	0
A/initstd-500-restream	String.toRawSubstring'	CLEAN	CLEAN					273	0
A/initstd-500-restream	String.trim	CLEAN	CLEAN					4137	0
A/initstd-500-restream	Subtype._sizeOf_1	CLEAN	CLEAN					24	0
A/initstd-500-restream	Subtype.casesOn	CLEAN	CLEAN					2	0
A/initstd-500-restream	Sum.inl_ne_inr	CLEAN	CLEAN					32	0
A/initstd-500-restream	ToBool.noConfusion	CLEAN	CLEAN					11	0
A/initstd-500-restream	UInt16.not_le._simp_1	CLEAN	CLEAN					144	0
A/initstd-500-restream	UInt16.ofBitVec_mod	CLEAN	CLEAN					270	0
A/initstd-500-restream	UInt16.ofNatTruncate_finVal	CLEAN	CLEAN					301	0
A/initstd-500-restream	UInt16.toFin_ofNatTruncate_of_lt	CLEAN	CLEAN					157	0
A/initstd-500-restream	UInt16.toInt16_ofNat'	CLEAN	CLEAN					209	0
A/initstd-500-restream	UInt32.ctorIdx	CLEAN	CLEAN					40	0
A/initstd-500-restream	UInt32.ofFin_lt_iff_lt	RESOURCE	RESOURCE	RESOURCE(rc=134)				0	0
A/initstd-500-restream	UInt32.zero_shiftRight	CLEAN	CLEAN					486	0
A/initstd-500-restream	UInt64.not_lt_zero	CLEAN	CLEAN					238	0
A/initstd-500-restream	UInt64.toFin_shiftRight	CLEAN	CLEAN					507	0
A/initstd-500-restream	UInt8.left_le_or	CLEAN	CLEAN					1656	0
A/initstd-500-restream	UInt8.toNat_sub_of_le	CLEAN	CLEAN					1383	0
A/initstd-500-restream	USize.toBitVec_ofFin	CLEAN	CLEAN					51	0
A/initstd-500-restream	USize.toNat.eq_1	CLEAN	CLEAN					53	0
A/initstd-500-restream	Union.noConfusionType	CLEAN	CLEAN					4	0
A/initstd-500-restream	Vector.contains_flatMap	CLEAN	CLEAN					1776	0
A/initstd-500-restream	Vector.extract_zipWith	CLEAN	CLEAN					1784	0
A/initstd-500-restream	Vector.findSome?_empty	CLEAN	CLEAN					405	0
A/initstd-500-restream	Vector.foldlM_attachWith.match_1	CLEAN	CLEAN					47	0
A/initstd-500-restream	Vector.forIn'_eq_foldlM.match_1	CLEAN	CLEAN					3	0
A/initstd-500-restream	Vector.getD_getElem?	CLEAN	CLEAN					459	0
A/initstd-500-restream	Vector.mem_toList_iff._simp_1	CLEAN	CLEAN					76	0
A/initstd-500-restream	Vector.toArray_mapIdxM	CLEAN	CLEAN					1478	0
A/initstd-500-restream	Vector.toList_unattach	CLEAN	CLEAN					569	0
A/initstd-500-restream	_private.Init.Data.Array.Basic.0.Array.idxOfAux._proof_1	CLEAN	CLEAN					179	0
A/initstd-500-restream	_private.Init.Data.Array.BinSearch.0.Array.binSearchAux._unary._proof_2	CLEAN	CLEAN					1324	0
A/initstd-500-restream	_private.Init.Data.Array.Sort.Lemmas.0.Array.MergeSort.merge.go_eq_listMerge._proof_1_9	CLEAN	CLEAN					1349	0
A/initstd-500-restream	_private.Init.Data.Array.Subarray.Split.0.Subarray.drop._proof_2	CLEAN	CLEAN					1353	0
A/initstd-500-restream	_private.Init.Data.Array.Zip.0.Array.lt_size_right_of_zipWith._proof_1_1	CLEAN	CLEAN					1346	0
A/initstd-500-restream	_private.Init.Data.BitVec.Bitblast.0.BitVec.resRec._proof_7	CLEAN	CLEAN					1343	0
A/initstd-500-restream	_private.Init.Data.BitVec.Bitblast.0.BitVec.setWidth_setWidth_succ_eq_setWidth_setWidth_add_twoPow._proof_1_3	CLEAN	CLEAN					1285	0
A/initstd-500-restream	_private.Init.Data.BitVec.Lemmas.0.BitVec.clzAuxRec_eq_iff_of_getLsbD_false._simp_1_1	CLEAN	CLEAN					52	0
A/initstd-500-restream	_private.Init.Data.BitVec.Lemmas.0.BitVec.clzAuxRec_eq_zero_iff._proof_1_5	CLEAN	CLEAN					1369	0
A/initstd-500-restream	_private.Init.Data.BitVec.Lemmas.0.BitVec.getElem_shiftLeft._simp_1_1	CLEAN	CLEAN					10	0
A/initstd-500-restream	_private.Init.Data.BitVec.Lemmas.0.BitVec.toNat_signExtend_of_le	CLEAN	CLEAN					1987	0
A/initstd-500-restream	_private.Init.Data.BitVec.Lemmas.0.BitVec.two_pow_le_toInt_mul_toInt_iff._proof_1_7	CLEAN	CLEAN					1388	0
A/initstd-500-restream	_private.Init.Data.Fin.Basic.0.Fin.mlt	CLEAN	CLEAN					176	0
A/initstd-500-restream	_private.Init.Data.Fin.Fold.0.Fin.foldl.loop.eq_def	CLEAN	CLEAN					1352	0
A/initstd-500-restream	_private.Init.Data.Format.Basic.0.Std.Format.joinSep._sparseCasesOn_1	CLEAN	CLEAN					314	0
A/initstd-500-restream	_private.Init.Data.Int.DivMod.Lemmas.0.Int.bmod_self_add_one._proof_1_1	CLEAN	CLEAN					1296	0
A/initstd-500-restream	_private.Init.Data.Int.DivMod.Lemmas.0.Int.ediv_lt_ediv_iff_of_dvd_of_neg_of_pos._simp_1_2	CLEAN	CLEAN					321	0
A/initstd-500-restream	_private.Init.Data.Int.DivMod.Lemmas.0.Int.mod_bmod_mul_of_pos._proof_1_3	CLEAN	CLEAN					1047	0
A/initstd-500-restream	_private.Init.Data.Int.Lemmas.0.Int.add_comm.match_1_1	CLEAN	CLEAN					4	0
A/initstd-500-restream	_private.Init.Data.Iterators.Combinators.Monadic.FlatMap.0.Std.Iterators.Types.Flatten.Rel	CLEAN	CLEAN					54	0
A/initstd-500-restream	_private.Init.Data.List.Attach.0.List.attach_filterMap._simp_1_3	CLEAN	CLEAN					13	0
A/initstd-500-restream	_private.Init.Data.List.Basic.0.List.beq.match_1.eq_3	CLEAN	CLEAN					11	0
A/initstd-500-restream	_private.Init.Data.List.Impl.0.List.eraseTR.go	CLEAN	CLEAN					175	0
A/initstd-500-restream	_private.Init.Data.List.Lemmas.0.List.forall_mem_singleton._simp_1_1	CLEAN	CLEAN					73	0
A/initstd-500-restream	_private.Init.Data.List.Lemmas.0.List.mem_filterMap._simp_1_2	CLEAN	CLEAN					8	0
A/initstd-500-restream	_private.Init.Data.List.MinMaxOn.0.List.apply_maxOn_lt_iff._simp_1_1	CLEAN	CLEAN					10	0
A/initstd-500-restream	_private.Init.Data.List.Nat.Find.0.List.find?_eq_some_iff_getElem._simp_1_1	CLEAN	CLEAN					65	0
A/initstd-500-restream	_private.Init.Data.List.ToArray.0.Array.finIdxOf?.eq_1	CLEAN	CLEAN					204	0
A/initstd-500-restream	_private.Init.Data.Nat.Lemmas.0.Nat.mod_eq_sub_iff._proof_1_4	CLEAN	CLEAN					1349	0
A/initstd-500-restream	_private.Init.Data.Nat.SOM.0.Nat.SOM.Poly.add.go	CLEAN	CLEAN					151	0
A/initstd-500-restream	_private.Init.Data.Option.Lemmas.0.Option.pmap_eq_some_iff._simp_1_5	CLEAN	CLEAN					11	0
A/initstd-500-restream	_private.Init.Data.Range.Polymorphic.Char.0.Char.instPreservesRxoSizeFinNumCodePointsMap	CLEAN	CLEAN					2996	0
A/initstd-500-restream	_private.Init.Data.Range.Polymorphic.IntLemmas.0.Int.induct_roo_right._proof_1_1	CLEAN	CLEAN					1347	0
A/initstd-500-restream	_private.Init.Data.Range.Polymorphic.Lemmas.0.Std.Internal.iter_roo_eq_iter_rco_of_isSome_succ?	CLEAN	CLEAN					79	0
A/initstd-500-restream	_private.Init.Data.Range.Polymorphic.Lemmas.0.Std.Rio.toList_succ_eq_map._simp_1_16	CLEAN	CLEAN					118	0
A/initstd-500-restream	_private.Init.Data.Range.Polymorphic.NatLemmas.0.Nat.toArray_rcc_add_succ_right_eq_push'._proof_1_2	CLEAN	CLEAN					1283	0
A/initstd-500-restream	_private.Init.Data.Range.Polymorphic.SInt.0.ISize.minValueSealed	CLEAN	CLEAN					538	0
A/initstd-500-restream	_private.Init.Data.Range.Polymorphic.SInt.0.Int8.instHasModelBitVecOfNatNat._proof_3	CLEAN	CLEAN					1769	0
A/initstd-500-restream	_private.Init.Data.SInt.Lemmas.0.ISize.lt_trans._simp_1_1	CLEAN	CLEAN					195	0
A/initstd-500-restream	_private.Init.Data.SInt.Lemmas.0.Int16.sub_lt._proof_1_2	CLEAN	CLEAN					1284	0
A/initstd-500-restream	_private.Init.Data.SInt.Lemmas.0.Int64.toInt_ofNat_of_lt._proof_1_1	CLEAN	CLEAN					1287	0
A/initstd-500-restream	_private.Init.Data.Slice.List.Lemmas.0.List.toArray_mkSlice_rco._simp_1_1	CLEAN	CLEAN					1616	0
A/initstd-500-restream	_private.Init.Data.String.Defs.0.String.Pos.Raw.offsetBy_sliceRawEndPos_left._simp_1_1	CLEAN	CLEAN					16	0
A/initstd-500-restream	_private.Init.Data.String.Extra.0.String.findLeadingSpacesSize.consumeSpaces._mutual	CLEAN	CLEAN					3844	0
A/initstd-500-restream	_private.Init.Data.String.Iterate.0.String.Internal.ofToSliceWithProof._proof_1	CLEAN	CLEAN					3554	0
A/initstd-500-restream	_private.Init.Data.String.Lemmas.FindPos.0.String.Pos.posGE_offset._simp_1_2	CLEAN	CLEAN					334	0
A/initstd-500-restream	_private.Init.Data.String.Lemmas.Intercalate.0.String.intercalate_cons_of_ne_nil.match_1_1	CLEAN	CLEAN					263	0
A/initstd-500-restream	_private.Init.Data.String.Lemmas.IsEmpty.0.String.Slice.isEmpty_sliceTo._simp_1_2	CLEAN	CLEAN					414	0
A/initstd-500-restream	_private.Init.Data.String.Lemmas.Order.0.String.Pos.ofSliceTo_next._simp_1_3	CLEAN	CLEAN					3638	0
A/initstd-500-restream	_private.Init.Data.String.Lemmas.Pattern.Char.0.String.Slice.Pattern.Model.Char.isValidSearchFrom_iff_isValidSearchFrom_beq._simp_1_1	CLEAN	CLEAN					3549	0
A/initstd-500-restream	_private.Init.Data.String.Lemmas.Pattern.Memcmp.0.String.Slice.Pattern.Internal.memcmpStr_eq_true_iff._proof_1_17	CLEAN	CLEAN					1349	0
A/initstd-500-restream	_private.Init.Data.String.Lemmas.Pattern.Pred.0.String.Slice.Pattern.Model.CharPred.Decidable.matchAt?_eq_matchAt?_decide._simp_1_1	CLEAN	CLEAN					3886	0
A/initstd-500-restream	_private.Init.Data.String.Lemmas.Pattern.String.ForwardSearcher.0.String.Slice.Pattern.Model.ForwardSliceSearcher.IsTable.eq_prefixFunction	CLEAN	CLEAN					1427	0
A/initstd-500-restream	_private.Init.Data.String.Lemmas.Pattern.String.ForwardSearcher.0.String.Slice.Pattern.Model.ForwardSliceSearcher.PartialMatch.partialMatch_iff.match_1_3	CLEAN	CLEAN					1359	0
A/initstd-500-restream	_private.Init.Data.String.Lemmas.Pattern.String.ForwardSearcher.0.String.Slice.Pattern.Model.ForwardSliceSearcher.prefixFunctionRecurrence._proof_2	CLEAN	CLEAN					1322	0
A/initstd-500-restream	_private.Init.Data.String.Lemmas.Pattern.TakeDrop.Char.0.String.skipSuffix?_char_eq_some_iff._simp_1_1	CLEAN	CLEAN					4349	0
A/initstd-500-restream	_private.Init.Data.String.PosRaw.0.String.Pos.Raw.le_dec._proof_1_3	CLEAN	CLEAN					1369	0
A/initstd-500-restream	_private.Init.Data.String.PosRaw.0.String.Pos.Raw.lt_inc_iff._simp_1_1	CLEAN	CLEAN					16	0
A/initstd-500-restream	_private.Init.Data.String.Slice.0.String.Slice.contains.match_1.congr_eq_1	CLEAN	CLEAN					492	0
A/initstd-500-restream	_private.Init.Data.Sum.Basic.0.Sum.instBEq.beq._sparseCasesOn_1	CLEAN	CLEAN					314	0
A/initstd-500-restream	_private.Init.Data.UInt.Bitwise.0.USize.not_xor._simp_1_1	CLEAN	CLEAN					66	0
A/initstd-500-restream	_private.Init.Data.Vector.Lemmas.0.Vector.mem_iff_getElem?._simp_1_1	CLEAN	CLEAN					455	0
A/initstd-500-restream	_private.Init.Data.Vector.Range.0.Vector.mem_zipIdx'._proof_1	CLEAN	CLEAN					1286	0
A/initstd-500-restream	_private.Init.Grind.Ring.Basic.0.Lean.Grind.IsCharP.mk'_aux._proof_1_2	CLEAN	CLEAN					1325	0
A/initstd-500-restream	_private.Init.Grind.ToInt.0.Lean.Grind.IntInterval.wrap_eq_bmod._proof_1_6	CLEAN	CLEAN					1322	0
A/initstd-500-restream	_private.Init.PropLemmas.0.forall_or_imp_or_self_left_right._simp_1_2	CLEAN	CLEAN					14	0
A/initstd-500-restream	_private.Init.WFComputable.0.Acc.recC._unary._proof_3	CLEAN	CLEAN					3	0
A/initstd-500-restream	_private.Std.Data.DHashMap.Internal.Model.0.Std.DHashMap.Internal.Raw₀.insert.eq_1	CLEAN	CLEAN					1864	0
A/initstd-500-restream	_private.Std.Data.DHashMap.Internal.Model.0.Std.DHashMap.Internal.exists_bucket_of_uset._simp_1_2	CLEAN	CLEAN					55	0
A/initstd-500-restream	_private.Std.Data.DHashMap.Internal.WF.0.Std.DHashMap.Internal.Raw₀.expand.go_eq	CLEAN	CLEAN					1997	0
A/initstd-500-restream	_private.Std.Data.DHashMap.RawLemmas.0.Std.DHashMap.Raw.size_alter_eq_self_of_not_mem._simp_1_1	CLEAN	CLEAN					1806	0
A/initstd-500-restream	_private.Std.Data.DTreeMap.Internal.Operations.0.Std.DTreeMap.Internal.Impl.link._proof_15	CLEAN	CLEAN					61	0
A/initstd-500-restream	_private.Std.Data.DTreeMap.Internal.Operations.0.Std.DTreeMap.Internal.Impl.size_glue._proof_1_11	CLEAN	CLEAN					1253	0
A/initstd-500-restream	_private.Std.Data.ExtDHashMap.Lemmas.0.Std.ExtDHashMap.Const.insertManyIfNewUnit_list_eq_empty_iff._simp_1_3	CLEAN	CLEAN					46	0
A/initstd-500-restream	_private.Std.Data.Internal.List.Associative.0.Std.Internal.List.Option.dmap.match_1.splitter	CLEAN	CLEAN					5	0
A/initstd-500-restream	_private.Std.Data.Internal.List.Associative.0.Std.Internal.List.Option.pmap_eq_dmap	CLEAN	CLEAN					17	0
A/initstd-500-restream	_private.Std.Data.String.ToNat.0.noRepetition_cons_append_append_iff._simp_1_1	CLEAN	CLEAN					29	0
A/initstd-500-restream	_private.Std.Internal.Http.Data.URI.Basic.0.Std.Http.URI.instReprPort.repr.match_1	CLEAN	CLEAN					42	0
A/initstd-500-restream	_private.Std.Internal.Http.Data.URI.Parser.0.Std.Http.URI.Parser.parseHost	CLEAN	CLEAN					4634	0
A/initstd-500-restream	_private.Std.Sync.Channel.0.Std.CloseableChannel.Bounded.recv	CLEAN	CLEAN					327	0
A/initstd-500-restream	_private.Std.Tactic.BVDecide.Bitblast.BVExpr.Circuit.Lemmas.Operations.ShiftRight.0.Std.Tactic.BVDecide.BVExpr.bitblast.blastShiftRightConst.go_get_aux._simp_1_1	CLEAN	CLEAN					13	0
A/initstd-500-restream	_private.Std.Tactic.BVDecide.LRAT.Internal.Formula.Lemmas.0.Std.Tactic.BVDecide.LRAT.Internal.DefaultFormula.deleteOne_preserves_rupUnits._proof_1_10	CLEAN	CLEAN					626	0
A/initstd-500-restream	_private.Std.Tactic.BVDecide.LRAT.Internal.Formula.Lemmas.0.Std.Tactic.BVDecide.LRAT.Internal.DefaultFormula.deleteOne_preserves_strongAssignmentsInvariant._simp_1_37	CLEAN	CLEAN					13	0
A/initstd-500-restream	_private.Std.Tactic.BVDecide.LRAT.Internal.Formula.RupAddResult.0.Std.Tactic.BVDecide.LRAT.Internal.DefaultFormula.nodup_derivedLits._proof_1_8	CLEAN	CLEAN					62	0
A/initstd-500-restream	_private.Std.Tactic.BVDecide.LRAT.Internal.LRATCheckerSound.0.Std.Tactic.BVDecide.LRAT.Internal.WellFormedAction.match_1.eq_2	CLEAN	CLEAN					322	0
A/initstd-500-restream	_private.Std.Tactic.BVDecide.Reflect.0.Std.Tactic.BVDecide.Reflect.verifyCert.match_1.splitter	CLEAN	CLEAN					270	0
A/initstd-500-restream	_private.Std.Time.Format.Basic.0.Std.Time.GenericFormat.DateBuilder.W	CLEAN	CLEAN					1622	0
A/initstd-500-restream	_private.Std.Time.Time.PlainTime.0.Std.Time.PlainTime.ofNanoseconds._proof_2	CLEAN	CLEAN					90	0
A/initstd-500-restream	_private.Std.Time.Zoned.ZonedDateTime.0.Std.Time.ZonedDateTime.dayOfYear._proof_1	CLEAN	CLEAN					1490	0
A/initstd-500-restream	bne_self_eq_false'	CLEAN	CLEAN					55	0
A/initstd-500-restream	instHashablePEmpty	CLEAN	CLEAN					46	0
A/initstd-500-restream	instMaxFloat32	CLEAN	CLEAN					28	0
A/initstd-500-restream	instMonadEIO._aux_3	CLEAN	CLEAN					23	0
A/initstd-500-restream	instMonadEST	CLEAN	CLEAN					30	0
A/initstd-500-restream	instToStringInt64	CLEAN	CLEAN					391	0
A/initstd-500-restream	instXorOpUInt16	CLEAN	CLEAN					485	0
A/initstd-500-restream	ite_eq_right_iff	CLEAN	CLEAN					45	0
B/initstd-1000-fresh	Array.any_filterMap'	CLEAN	CLEAN					1572	0
B/initstd-1000-fresh	Array.append_assoc	CLEAN	CLEAN					505	0
B/initstd-1000-fresh	Array.count_eq_size	CLEAN	CLEAN					682	0
B/initstd-1000-fresh	Array.eq_empty_of_append_eq_empty	CLEAN	CLEAN					529	0
B/initstd-1000-fresh	Array.finIdxOf?_toList._proof_1	CLEAN	CLEAN					44	0
B/initstd-1000-fresh	Array.findIdx_append	CLEAN	CLEAN					1687	0
B/initstd-1000-fresh	Array.foldlM_toList.aux	CLEAN	CLEAN					291	0
B/initstd-1000-fresh	Array.foldrM_map	CLEAN	CLEAN					1765	0
B/initstd-1000-fresh	Array.foldr_congr	CLEAN	CLEAN					168	0
B/initstd-1000-fresh	Array.foldr_map_hom'	CLEAN	CLEAN					659	0
B/initstd-1000-fresh	Array.getElem_reverse._proof_2	CLEAN	CLEAN					1408	0
B/initstd-1000-fresh	Array.instLT	CLEAN	CLEAN					9	0
B/initstd-1000-fresh	Array.lt_findIdx_of_not	CLEAN	CLEAN					1506	0
B/initstd-1000-fresh	Array.qpartition._auto_1	CLEAN	CLEAN					301	0
B/initstd-1000-fresh	Array.replicate_eq_empty_iff._simp_1	CLEAN	CLEAN					174	0
B/initstd-1000-fresh	Array.replicate_succ_ne_empty._simp_1	CLEAN	CLEAN					162	0
B/initstd-1000-fresh	BEq	CLEAN	CLEAN					2	0
B/initstd-1000-fresh	BitVec.DivModArgs._sizeOf_inst	CLEAN	CLEAN					57	0
B/initstd-1000-fresh	BitVec.extractLsb'_zero	CLEAN	CLEAN					285	0
B/initstd-1000-fresh	BitVec.getElem_of_getElem?	CLEAN	CLEAN					526	0
B/initstd-1000-fresh	BitVec.getLsbD_rotateRightAux_of_ge	CLEAN	CLEAN					1728	0
B/initstd-1000-fresh	BitVec.getLsb_eq_getElem._proof_1	CLEAN	CLEAN					364	0
B/initstd-1000-fresh	BitVec.getMsbD_allOnes	CLEAN	CLEAN					1568	0
B/initstd-1000-fresh	BitVec.le_of_lt	CLEAN	CLEAN					62	0
B/initstd-1000-fresh	BitVec.msb_not	CLEAN	CLEAN					1758	0
B/initstd-1000-fresh	BitVec.msb_sshiftRight'	CLEAN	CLEAN					1980	0
B/initstd-1000-fresh	BitVec.not	CLEAN	CLEAN					489	0
B/initstd-1000-fresh	BitVec.ofInt_neg	CLEAN	CLEAN					1455	0
B/initstd-1000-fresh	BitVec.ofNatLT_uInt64ToNat._proof_1	RESOURCE	RESOURCE	RESOURCE(rc=134)				0	0
