run	status	arm	core	verdict	decided_by	elapsed_ms	rc
r1	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSig.001.smt2.core.smt2	unknown	decided_by=none	24933	0
r1	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSigVec.005.smt2.core.smt2	unknown	decided_by=none	19730	0
r1	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.tc.Types.035.smt2.core.smt2	unknown	decided_by=none	24029	0
r1	complete	nested2-on	UFLIA_simplify2_front_end_suite_javafe.test.SuperlinksTest.004.smt2.core.smt2	unknown	decided_by=none	16626	0
r1	complete	nested2-on	UFLIA_simplify2_small_suite_getRootInterface.smt2.core.smt2	unknown	decided_by=none	24129	0
r1	complete	nested2-on	UFLIA_sledgehammer_FFT_smtlib.898060.smt2.core.smt2	unknown	decided_by=none	108	0
r1	complete	nested2-on	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	12121	0
r1	complete	nested2-on	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1462528.smt2.core.smt2	unknown	decided_by=none	107	0
r1	complete	nested2-on	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r1	complete	nested2-on	UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.core.smt2	unsat	decided_by=q:egraph	12119	0
r1	complete	nested2-on	UFLIA_sledgehammer_Hoare_smtlib.581330.smt2.core.smt2	unknown	decided_by=none	12921	0
r1	complete	nested2-on	UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	108	0
r1	complete	nested2-on	UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r1	complete	nested2-on	UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	108	0
r1	complete	nested2-on	UFLIA_sledgehammer_QEpres_smtlib.1237382.smt2.core.smt2	unknown	decided_by=none	17726	0
r1	complete	nested2-on	UFLIA_tokeneer_auditlog_init-31.smt2.core.smt2	unknown	decided_by=none	25031	0
r1	complete	off	UFLIA_boogie_AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2.core.smt2	unknown	decided_by=none	24432	0
r1	complete	off	UFLIA_boogie_Arrays_Q3-noinfer.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	206	0
r1	complete	off	UFLIA_boogie_AssignToRepField_AssignToRepField.N.smt2.core.smt2	unknown	decided_by=none	24124	0
r1	complete	off	UFLIA_boogie_BasicMethodology_SubClass..ctor.smt2.core.smt2	unknown	decided_by=none	24229	0
r1	complete	off	UFLIA_boogie_Cast_Cast.R_System.Object_System.Int32.smt2.core.smt2	unknown	decided_by=none	19028	0
r1	complete	off	UFLIA_boogie_Chunker11c_Chunker.SpecSharp.CheckInvariant_System.Boolean.smt2.core.smt2	unknown	decided_by=none	13522	0
r1	complete	off	UFLIA_boogie_DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2.core.smt2	unknown	decided_by=none	23734	0
r1	complete	off	UFLIA_boogie_ExposeVersion_D..ctor-level_2.smt2.core.smt2	unknown	decided_by=none	24134	0
r1	complete	off	UFLIA_boogie_Interval_Cell.Shift_System.Int32.smt2.core.smt2	unknown	decided_by=none	22925	0
r1	complete	off	UFLIA_boogie_Spouse_Person..ctor.smt2.core.smt2	unknown	decided_by=none	24935	0
r1	complete	off	UFLIA_boogie_loopinv1_LoopInv1.Test1a_F_notnull-infer_eh.smt2.core.smt2	unknown	decided_by=none	25033	0
r1	complete	off	UFLIA_grasshopper_instantiated_delete_check_heap_access_53_12.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	108	0
r1	complete	off	UFLIA_grasshopper_instantiated_insertion_sort_postcondition_of_insertion_sort_63_1.smt2.core.smt2	unsat	decided_by=q:egraph	2512	0
r1	complete	off	UFLIA_grasshopper_uninstantiated_merge_loop_check_heap_access_60_6.smt2.core.smt2	unknown	decided_by=none	4212	0
r1	complete	off	UFLIA_simplify_javafe.ast.CatchClauseVec.66.smt2.core.smt2	unknown	decided_by=none	25036	0
r1	complete	off	UFLIA_simplify_javafe.ast.LexicalPragmaVec.219.smt2.core.smt2	unknown	decided_by=none	25135	0
r1	complete	off	UFLIA_simplify_javafe.ast.NewInstanceExpr.271.smt2.core.smt2	unknown	decided_by=none	14825	0
r1	complete	off	UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	708	0
r1	complete	off	UFLIA_simplify_javafe.ast.TypeDeclElemPragma.373.smt2.core.smt2	unknown	decided_by=none	13924	0
r1	complete	off	UFLIA_simplify_javafe.ast.UnaryExpr.424.smt2.core.smt2	unknown	decided_by=none	21430	0
r1	complete	off	UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.core.smt2	unsat	decided_by=q:mbqi	4313	0
r1	complete	off	UFLIA_simplify_tohtml.Java2Html.832.smt2.core.smt2	unknown	decided_by=none	25135	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	208	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.ast.ImportDeclVec.015.smt2.core.smt2	unknown	decided_by=none	15525	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	208	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.ast.MethodDecl.005.smt2.core.smt2	unknown	decided_by=none	25032	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.ast.ParenExpr.006.smt2.core.smt2	unknown	decided_by=none	18327	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.core.smt2	unsat	decided_by=q:bool-skeleton	108	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.ast.TypeModifierPragmaVec.013.smt2.core.smt2	unknown	decided_by=none	14325	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	207	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.filespace.HashTree.001.smt2.core.smt2	unknown	decided_by=none	14423	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.filespace.ZipTree.005.smt2.core.smt2	unknown	decided_by=none	21831	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.parser.Parse.005.smt2.core.smt2	unknown	decided_by=none	24235	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.parser.TagConstants.001.smt2.core.smt2	unknown	decided_by=none	20530	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.reader.CachedReader.003.smt2.core.smt2	unknown	decided_by=none	17026	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.tc.EnvForLocals.007.smt2.core.smt2	unknown	decided_by=none	22935	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.tc.FlowInsensitiveChecks.017.smt2.core.smt2	unknown	decided_by=none	25025	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSig.001.smt2.core.smt2	unknown	decided_by=none	24228	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSigVec.005.smt2.core.smt2	unknown	decided_by=none	18221	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.tc.Types.035.smt2.core.smt2	unknown	decided_by=none	25035	0
r1	complete	off	UFLIA_simplify2_front_end_suite_javafe.test.SuperlinksTest.004.smt2.core.smt2	unknown	decided_by=none	15921	0
r1	complete	off	UFLIA_simplify2_small_suite_getRootInterface.smt2.core.smt2	unknown	decided_by=none	23326	0
r1	complete	off	UFLIA_sledgehammer_FFT_smtlib.898060.smt2.core.smt2	unknown	decided_by=none	109	0
r1	complete	off	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	12120	0
r1	complete	off	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1462528.smt2.core.smt2	unknown	decided_by=none	108	0
r1	complete	off	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	109	0
r1	complete	off	UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.core.smt2	unsat	decided_by=q:egraph	12120	0
r1	complete	off	UFLIA_sledgehammer_Hoare_smtlib.581330.smt2.core.smt2	unknown	decided_by=none	1608	0
r1	complete	off	UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	108	0
r1	complete	off	UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r1	complete	off	UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	106	0
r1	complete	off	UFLIA_sledgehammer_QEpres_smtlib.1237382.smt2.core.smt2	unknown	decided_by=none	12820	0
r1	complete	off	UFLIA_tokeneer_auditlog_init-31.smt2.core.smt2	unknown	decided_by=none	24132	0
r1	complete	on	UFLIA_boogie_AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2.core.smt2	unknown	decided_by=none	24426	0
r1	complete	on	UFLIA_boogie_Arrays_Q3-noinfer.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	208	0
r1	complete	on	UFLIA_boogie_AssignToRepField_AssignToRepField.N.smt2.core.smt2	unknown	decided_by=none	24530	0
r1	complete	on	UFLIA_boogie_BasicMethodology_SubClass..ctor.smt2.core.smt2	unknown	decided_by=none	25032	0
r1	complete	on	UFLIA_boogie_Cast_Cast.R_System.Object_System.Int32.smt2.core.smt2	unknown	decided_by=none	23833	0
r1	complete	on	UFLIA_boogie_Chunker11c_Chunker.SpecSharp.CheckInvariant_System.Boolean.smt2.core.smt2	unknown	decided_by=none	17021	0
r1	complete	on	UFLIA_boogie_DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2.core.smt2	unknown	decided_by=none	25034	0
r1	complete	on	UFLIA_boogie_ExposeVersion_D..ctor-level_2.smt2.core.smt2	unknown	decided_by=none	24129	0
r1	complete	on	UFLIA_boogie_Interval_Cell.Shift_System.Int32.smt2.core.smt2	unknown	decided_by=none	24033	0
r1	complete	on	UFLIA_boogie_Spouse_Person..ctor.smt2.core.smt2	unknown	decided_by=none	24534	0
r1	complete	on	UFLIA_boogie_loopinv1_LoopInv1.Test1a_F_notnull-infer_eh.smt2.core.smt2	unknown	decided_by=none	24134	0
r1	complete	on	UFLIA_grasshopper_instantiated_delete_check_heap_access_53_12.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	108	0
r1	complete	on	UFLIA_grasshopper_instantiated_insertion_sort_postcondition_of_insertion_sort_63_1.smt2.core.smt2	unsat	decided_by=q:egraph	2509	0
r1	complete	on	UFLIA_grasshopper_uninstantiated_merge_loop_check_heap_access_60_6.smt2.core.smt2	unknown	decided_by=none	4212	0
r1	complete	on	UFLIA_simplify_javafe.ast.CatchClauseVec.66.smt2.core.smt2	unknown	decided_by=none	25037	0
r1	complete	on	UFLIA_simplify_javafe.ast.LexicalPragmaVec.219.smt2.core.smt2	unknown	decided_by=none	25135	0
r1	complete	on	UFLIA_simplify_javafe.ast.NewInstanceExpr.271.smt2.core.smt2	unknown	decided_by=none	21725	0
r1	complete	on	UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	708	0
r1	complete	on	UFLIA_simplify_javafe.ast.TypeDeclElemPragma.373.smt2.core.smt2	unknown	decided_by=none	14019	0
r1	complete	on	UFLIA_simplify_javafe.ast.UnaryExpr.424.smt2.core.smt2	unknown	decided_by=none	24033	0
r1	complete	on	UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.core.smt2	unsat	decided_by=q:mbqi	6314	0
r1	complete	on	UFLIA_simplify_tohtml.Java2Html.832.smt2.core.smt2	unknown	decided_by=none	24732	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	209	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.ast.ImportDeclVec.015.smt2.core.smt2	unknown	decided_by=none	15226	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	208	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.ast.MethodDecl.005.smt2.core.smt2	unknown	decided_by=none	24226	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.ast.ParenExpr.006.smt2.core.smt2	unknown	decided_by=none	24034	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.core.smt2	unsat	decided_by=q:bool-skeleton	108	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.ast.TypeModifierPragmaVec.013.smt2.core.smt2	unknown	decided_by=none	15324	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	207	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.filespace.HashTree.001.smt2.core.smt2	unknown	decided_by=none	15323	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.filespace.ZipTree.005.smt2.core.smt2	unknown	decided_by=none	18523	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.parser.Parse.005.smt2.core.smt2	unknown	decided_by=none	24334	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.parser.TagConstants.001.smt2.core.smt2	unknown	decided_by=none	24136	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.reader.CachedReader.003.smt2.core.smt2	unknown	decided_by=none	17327	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.tc.EnvForLocals.007.smt2.core.smt2	unknown	decided_by=none	23534	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.tc.FlowInsensitiveChecks.017.smt2.core.smt2	unknown	decided_by=none	25035	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSig.001.smt2.core.smt2	unknown	decided_by=none	24532	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSigVec.005.smt2.core.smt2	unknown	decided_by=none	20231	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.tc.Types.035.smt2.core.smt2	unknown	decided_by=none	24131	0
r1	complete	on	UFLIA_simplify2_front_end_suite_javafe.test.SuperlinksTest.004.smt2.core.smt2	unknown	decided_by=none	16625	0
r1	complete	on	UFLIA_simplify2_small_suite_getRootInterface.smt2.core.smt2	unknown	decided_by=none	24132	0
r1	complete	on	UFLIA_sledgehammer_FFT_smtlib.898060.smt2.core.smt2	unknown	decided_by=none	107	0
r1	complete	on	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	12121	0
r1	complete	on	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1462528.smt2.core.smt2	unknown	decided_by=none	107	0
r1	complete	on	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r1	complete	on	UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.core.smt2	unsat	decided_by=q:egraph	12120	0
r1	complete	on	UFLIA_sledgehammer_Hoare_smtlib.581330.smt2.core.smt2	unknown	decided_by=none	1610	0
r1	complete	on	UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	108	0
r1	complete	on	UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r1	complete	on	UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r1	complete	on	UFLIA_sledgehammer_QEpres_smtlib.1237382.smt2.core.smt2	unknown	decided_by=none	24033	0
r1	complete	on	UFLIA_tokeneer_auditlog_init-31.smt2.core.smt2	unknown	decided_by=none	25024	0
r2	complete	nested1	UFLIA_boogie_AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2.core.smt2	unknown	decided_by=none	24935	0
r2	complete	nested1	UFLIA_boogie_Arrays_Q3-noinfer.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	208	0
r2	complete	nested1	UFLIA_boogie_AssignToRepField_AssignToRepField.N.smt2.core.smt2	unknown	decided_by=none	24123	0
r2	complete	nested1	UFLIA_boogie_BasicMethodology_SubClass..ctor.smt2.core.smt2	unknown	decided_by=none	24232	0
r2	complete	nested1	UFLIA_boogie_Cast_Cast.R_System.Object_System.Int32.smt2.core.smt2	unknown	decided_by=none	19023	0
r2	complete	nested1	UFLIA_boogie_Chunker11c_Chunker.SpecSharp.CheckInvariant_System.Boolean.smt2.core.smt2	unknown	decided_by=none	14522	0
r2	complete	nested1	UFLIA_boogie_DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2.core.smt2	unknown	decided_by=none	23533	0
r2	complete	nested1	UFLIA_boogie_ExposeVersion_D..ctor-level_2.smt2.core.smt2	unknown	decided_by=none	24133	0
r2	complete	nested1	UFLIA_boogie_Interval_Cell.Shift_System.Int32.smt2.core.smt2	unknown	decided_by=none	23534	0
r2	complete	nested1	UFLIA_boogie_Spouse_Person..ctor.smt2.core.smt2	unknown	decided_by=none	25036	0
r2	complete	nested1	UFLIA_boogie_loopinv1_LoopInv1.Test1a_F_notnull-infer_eh.smt2.core.smt2	unknown	decided_by=none	25035	0
r2	complete	nested1	UFLIA_grasshopper_instantiated_delete_check_heap_access_53_12.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	109	0
r2	complete	nested1	UFLIA_grasshopper_instantiated_insertion_sort_postcondition_of_insertion_sort_63_1.smt2.core.smt2	unsat	decided_by=q:egraph	2511	0
r2	complete	nested1	UFLIA_grasshopper_uninstantiated_merge_loop_check_heap_access_60_6.smt2.core.smt2	unknown	decided_by=none	4214	0
r2	complete	nested1	UFLIA_simplify_javafe.ast.CatchClauseVec.66.smt2.core.smt2	unknown	decided_by=none	25035	0
r2	complete	nested1	UFLIA_simplify_javafe.ast.LexicalPragmaVec.219.smt2.core.smt2	unknown	decided_by=none	25135	0
r2	complete	nested1	UFLIA_simplify_javafe.ast.NewInstanceExpr.271.smt2.core.smt2	unknown	decided_by=none	14619	0
r2	complete	nested1	UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	707	0
r2	complete	nested1	UFLIA_simplify_javafe.ast.TypeDeclElemPragma.373.smt2.core.smt2	unknown	decided_by=none	13822	0
r2	complete	nested1	UFLIA_simplify_javafe.ast.UnaryExpr.424.smt2.core.smt2	unknown	decided_by=none	19029	0
r2	complete	nested1	UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.core.smt2	unsat	decided_by=q:mbqi	4212	0
r2	complete	nested1	UFLIA_simplify_tohtml.Java2Html.832.smt2.core.smt2	unknown	decided_by=none	25035	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	208	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.ast.ImportDeclVec.015.smt2.core.smt2	unknown	decided_by=none	15126	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	207	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.ast.MethodDecl.005.smt2.core.smt2	unknown	decided_by=none	25036	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.ast.ParenExpr.006.smt2.core.smt2	unknown	decided_by=none	19630	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.core.smt2	unsat	decided_by=q:bool-skeleton	108	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.ast.TypeModifierPragmaVec.013.smt2.core.smt2	unknown	decided_by=none	14325	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.ast.VariableAccess.001.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	209	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.filespace.HashTree.001.smt2.core.smt2	unknown	decided_by=none	15120	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.filespace.ZipTree.005.smt2.core.smt2	unknown	decided_by=none	22032	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.parser.Parse.005.smt2.core.smt2	unknown	decided_by=none	24231	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.parser.TagConstants.001.smt2.core.smt2	unknown	decided_by=none	21032	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.reader.CachedReader.003.smt2.core.smt2	unknown	decided_by=none	17127	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.tc.EnvForLocals.007.smt2.core.smt2	unknown	decided_by=none	22733	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.tc.FlowInsensitiveChecks.017.smt2.core.smt2	unknown	decided_by=none	25036	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSig.001.smt2.core.smt2	unknown	decided_by=none	24127	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.tc.TypeSigVec.005.smt2.core.smt2	unknown	decided_by=none	18929	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.tc.Types.035.smt2.core.smt2	unknown	decided_by=none	25035	0
r2	complete	nested1	UFLIA_simplify2_front_end_suite_javafe.test.SuperlinksTest.004.smt2.core.smt2	unknown	decided_by=none	15425	0
r2	complete	nested1	UFLIA_simplify2_small_suite_getRootInterface.smt2.core.smt2	unknown	decided_by=none	24334	0
r2	complete	nested1	UFLIA_sledgehammer_FFT_smtlib.898060.smt2.core.smt2	unknown	decided_by=none	107	0
r2	complete	nested1	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1057395.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	12119	0
r2	complete	nested1	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.1462528.smt2.core.smt2	unknown	decided_by=none	108	0
r2	complete	nested1	UFLIA_sledgehammer_Fundamental_Theorem_Algebra_smtlib.972059.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r2	complete	nested1	UFLIA_sledgehammer_Hoare_smtlib.1175889.smt2.core.smt2	unsat	decided_by=q:egraph	12119	0
r2	complete	nested1	UFLIA_sledgehammer_Hoare_smtlib.581330.smt2.core.smt2	unknown	decided_by=none	1608	0
r2	complete	nested1	UFLIA_sledgehammer_Hoare_smtlib.993567.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	106	0
r2	complete	nested1	UFLIA_sledgehammer_QEpres_smtlib.1065390.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	108	0
r2	complete	nested1	UFLIA_sledgehammer_QEpres_smtlib.1120322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	107	0
r2	complete	nested1	UFLIA_sledgehammer_QEpres_smtlib.1237382.smt2.core.smt2	unknown	decided_by=none	12820	0
r2	complete	nested1	UFLIA_tokeneer_auditlog_init-31.smt2.core.smt2	unknown	decided_by=none	24933	0
r2	complete	nested2	UFLIA_boogie_AdvancedTypes_InternalSubClass..ctor-orderStrength_1.smt2.core.smt2	unknown	decided_by=none	24332	0
r2	complete	nested2	UFLIA_boogie_Arrays_Q3-noinfer.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	207	0
r2	complete	nested2	UFLIA_boogie_AssignToRepField_AssignToRepField.N.smt2.core.smt2	unknown	decided_by=none	24130	0
r2	complete	nested2	UFLIA_boogie_BasicMethodology_SubClass..ctor.smt2.core.smt2	unknown	decided_by=none	24134	0
r2	complete	nested2	UFLIA_boogie_Cast_Cast.R_System.Object_System.Int32.smt2.core.smt2	unknown	decided_by=none	19126	0
r2	complete	nested2	UFLIA_boogie_Chunker11c_Chunker.SpecSharp.CheckInvariant_System.Boolean.smt2.core.smt2	unknown	decided_by=none	14522	0
r2	complete	nested2	UFLIA_boogie_DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2.core.smt2	unknown	decided_by=none	24133	0
r2	complete	nested2	UFLIA_boogie_ExposeVersion_D..ctor-level_2.smt2.core.smt2	unknown	decided_by=none	24131	0
r2	complete	nested2	UFLIA_boogie_Interval_Cell.Shift_System.Int32.smt2.core.smt2	unknown	decided_by=none	22832	0
r2	complete	nested2	UFLIA_boogie_Spouse_Person..ctor.smt2.core.smt2	unknown	decided_by=none	24632	0
r2	complete	nested2	UFLIA_boogie_loopinv1_LoopInv1.Test1a_F_notnull-infer_eh.smt2.core.smt2	unknown	decided_by=none	25128	0
r2	complete	nested2	UFLIA_grasshopper_instantiated_delete_check_heap_access_53_12.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	108	0
r2	complete	nested2	UFLIA_grasshopper_instantiated_insertion_sort_postcondition_of_insertion_sort_63_1.smt2.core.smt2	unsat	decided_by=q:egraph	2511	0
r2	complete	nested2	UFLIA_grasshopper_uninstantiated_merge_loop_check_heap_access_60_6.smt2.core.smt2	unknown	decided_by=none	3911	0
r2	complete	nested2	UFLIA_simplify_javafe.ast.CatchClauseVec.66.smt2.core.smt2	unknown	decided_by=none	24433	0
r2	complete	nested2	UFLIA_simplify_javafe.ast.LexicalPragmaVec.219.smt2.core.smt2	unknown	decided_by=none	25130	0
r2	complete	nested2	UFLIA_simplify_javafe.ast.NewInstanceExpr.271.smt2.core.smt2	unknown	decided_by=none	15626	0
r2	complete	nested2	UFLIA_simplify_javafe.ast.StandardPrettyPrint.322.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	709	0
r2	complete	nested2	UFLIA_simplify_javafe.ast.TypeDeclElemPragma.373.smt2.core.smt2	unknown	decided_by=none	13924	0
r2	complete	nested2	UFLIA_simplify_javafe.ast.UnaryExpr.424.smt2.core.smt2	unknown	decided_by=none	20030	0
r2	complete	nested2	UFLIA_simplify_javafe.parser.TokenQueue.576.smt2.core.smt2	unsat	decided_by=q:mbqi	4214	0
r2	complete	nested2	UFLIA_simplify_tohtml.Java2Html.832.smt2.core.smt2	unknown	decided_by=none	25036	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.PrintSpec.012.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	208	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.ast.ImportDeclVec.015.smt2.core.smt2	unknown	decided_by=none	14625	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.ast.LabelStmt.011.smt2.core.smt2	unsat	decided_by=q:mbqi-quick	208	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.ast.MethodDecl.005.smt2.core.smt2	unknown	decided_by=none	23633	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.ast.ParenExpr.006.smt2.core.smt2	unknown	decided_by=none	18128	0
r2	complete	nested2	UFLIA_simplify2_front_end_suite_javafe.ast.StandardPrettyPrint.008.smt2.core.smt2	unsat	decided_by=q:bool-skeleton	106	0
