subset	verdict	rc	ms	host	core
UFNIA_spec_sharp_test14-DafnyAst.ssc.30.Microsoft.Dafny.ClassType.Boogie.ContractConsistencyCheck.ToString.smt2.core.smt2	unknown	0	25127	server7	2
UFNIA_spec_sharp_test14-DafnyAst.ssc.91.Microsoft.Dafny.VarDecl..ctor_Microsoft.Dafny.Token_notnull_System.String_notnull_Microsoft.Dafny.Ty.smt2.core.smt2	unknown	0	25125	server7	3
UFNIA_spec_sharp_test14-Xml.ssc.17.Microsoft.Boogie.XmlSink.WriteFileFragment_System.String_notnull.smt2.core.smt2	unknown	0	111	server6	3
UFNIA_spec_sharp_textbook-Factorial.dll.1.Factorial.F_System.Int32.smt2.core.smt2	unknown	0	13219	server7	0
UFNIA_spec_sharp_textbook-Sum.dll.6.C.TransformQuant_System.Int32.array_notnull.smt2.core.smt2	unknown	0	13218	server7	1
UFNIA_vcc-havoc_baby.1.20.handle_illegal.smt2.core.smt2	unknown	0	1010	server7	2
UFNIA_vcc-havoc_baby.2.54.handle_illegal.smt2.core.smt2	unknown	0	13620	server7	3
UFNIA_vcc-havoc_baby.59.handle_reset.smt2.core.smt2	unknown	0	910	server6	3
UFNIA_vcc-havoc_havoc-bench_036.1.AddElement.smt2.core.smt2	unknown	0	25127	server7	0
UFNIA_vcc-havoc_havoc-bench_dlist_insert_head.12.ua_wcscpy.smt2.core.smt2	unsat	0	1310	server7	1
UFNIA_vcc-havoc_havoc-bench_sum.1.bar.smt2.core.smt2	unknown	0	25125	server7	2
UFNIA_vcc-havoc_vccp-union1.c.6.reint2.smt2.core.smt2	unknown	0	18422	server7	3
UFNIA_vcc-havoc_verisoft-baby.c.10.privileged.smt2.core.smt2	unsat	0	111	server6	3
UFNIA_vcc-havoc_verisoft-baby.c.49.pf_reason_m.smt2.core.smt2	unknown	0	1111	server7	0
UFNIA_vcc-havoc_verisoft-sim.c.1.13.untranslated_write_sim.smt2.core.smt2	unknown	0	2411	server7	1
UFNIA_vcc-havoc_verisoft-sim.c.2.25.untranslated_write_sim.smt2.core.smt2	unknown	0	2310	server7	2
UF_20170428-Barrett_cdt-cade2015_nada_afp_bindag_x2015_09_10_16_53_56_537_1094926.smt_in.smt2.core.smt2	unsat	0	12621	server7	3
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_10_47_003_2500061.smt_in.smt2.core.smt2	unsat	0	12420	server6	3
UF_20170428-Barrett_cdt-cade2015_nada_afp_coinductive_list_x2015_09_10_17_20_02_499_2906170.smt_in.smt2.core.smt2	unsat	0	12118	server7	0
UF_20170428-Barrett_cdt-cade2015_nada_distro_gram_lang_x2015_09_10_16_53_37_371_1432776.smt_in.smt2.core.smt2	unsat	0	12117	server7	0
UF_20170428-Barrett_cdt-cade2015_nada_distro_rbt_impl_x2015_09_10_16_49_54_437_992499.smt_in.smt2.core.smt2	unknown	0	24126	server7	1
UF_grasshopper_instantiated_dl_remove_postcondition_of_dl_remove_50_4.smt2.core.smt2	unknown	0	23628	server7	2
UF_grasshopper_uninstantiated_dl_copy_invariant_19_2.smt2.core.smt2	unsat	0	12218	server7	3
UF_grasshopper_uninstantiated_insert_postcondition_of_insert_27_4.smt2.core.smt2	unknown	0	11118	server6	3
UF_sledgehammer_Arrow_Order_smtlib.663965.smt2.core.smt2	unsat	0	12119	server7	1
UF_sledgehammer_Arrow_Order_uf.704291.smt2.core.smt2	unsat	0	12118	server7	0
UF_sledgehammer_FFT_uf.863296.smt2.core.smt2	unsat	0	12117	server7	1
UF_sledgehammer_Hoare_uf.834137.smt2.core.smt2	unsat	0	12217	server7	2
UF_sledgehammer_Hoare_uf.966336.smt2.core.smt2	unsat	0	12119	server7	3
UF_sledgehammer_TypeSafe_smtlib.1098821.smt2.core.smt2	unknown	0	24125	server6	3
