file	verdict	rc	ms	rss_kb	status	bucket	cause	attempts	bound_by	atoms	online_probe	cube_matrices	cube_simplex_calls
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0097.smt2	unsat	0	113	11608	unsat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0144.smt2	sat	0	113	10708	sat	DECIDED	-	5	dl-online	0	not-probed	0	0
QF_LRA/meti-tarski/sin/344/3/sin-344-3-weak-chunk-0016.smt2	unsat	0	113	11804	unsat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0004.smt2	sat	0	112	10564	sat	DECIDED	-	4	fd:parse	0	not-probed	0	0
QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0014.smt2	sat	0	117	12020	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0037.smt2	sat	0	113	12140	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0063.smt2	sat	0	112	12036	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0007.smt2	sat	0	111	11736	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0016.smt2	sat	0	112	12020	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0026.smt2	sat	0	110	11988	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0037.smt2	sat	0	112	12436	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0046.smt2	sat	0	113	12020	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0055.smt2	sat	0	111	12368	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0065.smt2	sat	0	111	12228	sat	DECIDED	-	6	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0089.smt2	unsat	0	113	11820	unsat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0006.smt2	sat	0	111	10444	sat	DECIDED	-	5	nra	0	not-probed	0	0
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0014.smt2	unsat	0	111	11564	unsat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0028.smt2	sat	0	112	11856	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0037.smt2	sat	0	111	11900	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0048.smt2	unsat	0	113	11400	unsat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/8/sin-problem-8-chunk-0011.smt2	sat	0	112	11956	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0009.smt2	sat	0	110	12156	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0023.smt2	unsat	0	110	11292	unsat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0008.smt2	sat	0	115	10268	sat	DECIDED	-	5	nra	0	not-probed	0	0
QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0059.smt2	sat	0	111	12056	sat	DECIDED	-	6	nra	0	took	0	0
QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0069.smt2	sat	0	113	12104	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0103.smt2	sat	0	112	12364	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0010.smt2	sat	0	112	12028	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0417.smt2	sat	0	111	11676	sat	DECIDED	-	5	nra	0	took	0	0
QF_LRA/miplib/danoint-266.smt2	unknown	0	24139	665224	sat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	3596	admission-screen	0	58
QF_LRA/miplib/fixnet-5000.smt2	unknown	0	24140	871636	sat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	4225	admission-screen	0	221
QF_LRA/miplib/opt1217--57.smt2	unknown	0	24227	1026164	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	4917	admission-screen	0	189
QF_LRA/miplib/pp08a-1000.smt2	unknown	0	24131	382388	unsat	Timeout/Incomplete	online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	14	nra	0	model-did-not-replay	0	0
QF_LRA/miplib/pp08a-7349.smt2	unknown	0	24134	152968	unsat	Timeout/Incomplete	online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	14	nra	0	model-did-not-replay	0	0
QF_LRA/miplib/vpm2-5.smt2	unknown	0	24134	287596	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	2401	admission-screen	0	542
QF_LRA/sal/carpark/Carpark2-ausgabe-8.smt2	unknown	0	216	47236	sat	Incomplete/-	int↔real coercion relaxation: candidate fails the original coupling	16	nra	0	took	0	0
QF_LRA/sal/gasburner/gasburner-prop3-12.smt2	unsat	0	6817	52044	unsat	DECIDED	-	6	nra	0	took	0	0
QF_LRA/sal/gasburner/gasburner-prop3-2.smt2	unsat	0	112	12952	unsat	DECIDED	-	6	nra	0	took	0	0
QF_LRA/sal/gasburner/gasburner-prop3-9.smt2	unsat	0	513	20796	unsat	DECIDED	-	6	nra	0	took	0	0
QF_LRA/sal/pursuit/pursuit-safety-16.smt2	unknown	0	24036	107904	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	15	nra	1444	model-did-not-replay	0	770
QF_LRA/sal/pursuit/pursuit-safety-5.smt2	unsat	0	211	21928	unsat	DECIDED	-	6	nra	0	took	0	0
QF_LRA/sal/tgc/tgc_io-nosafe-4.smt2	unsat	0	112	17276	unsat	DECIDED	-	6	nra	0	took	0	0
QF_LRA/sal/tgc/tgc_io-safe-13.smt2	unknown	0	4918	56248	unsat	Incomplete/-	int↔real coercion relaxation: candidate fails the original coupling	16	nra	0	took	0	0
QF_LRA/sal/tgc/tgc_io-safe-20.smt2	unknown	0	5214	101312	sat	Incomplete/-	int↔real coercion relaxation: candidate fails the original coupling	16	nra	0	took	0	0
QF_LRA/sal/windowreal/windowreal-no_t_deadlock-1.smt2	unsat	0	113	11984	unsat	DECIDED	-	4	milp	0	not-probed	0	0
QF_LRA/sal/windowreal/windowreal-no_t_deadlock-17.smt2	unsat	0	211	81376	unsat	DECIDED	-	6	nra	0	took	0	0
QF_LRA/sal/windowreal/windowreal-no_t_deadlock-6.smt2	unsat	0	111	23388	unsat	DECIDED	-	6	nra	0	took	0	0
QF_LRA/sal/windowreal/windowreal-safe2-1.smt2	unsat	0	111	12112	unsat	DECIDED	-	4	milp	0	not-probed	0	0
QF_LRA/sc/sc-11.base.cvc.smt2	unknown	0	24141	46480	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	770	model-did-not-replay	0	1111
QF_LRA/sc/sc-13.base.cvc.smt2	unknown	0	24028	56860	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	908	model-did-not-replay	0	1159
QF_LRA/sc/sc-15.base.cvc.smt2	unknown	0	24025	68928	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	1046	model-did-not-replay	0	1025
QF_LRA/sc/sc-17.base.cvc.smt2	unknown	0	24139	83008	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	1184	model-did-not-replay	0	936
QF_LRA/sc/sc-19.base.cvc.smt2	unknown	0	24134	98336	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	1322	model-did-not-replay	0	842
QF_LRA/sc/sc-21.base.cvc.smt2	unknown	0	24040	115820	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	1460	model-did-not-replay	0	882
QF_LRA/sc/sc-23.base.cvc.smt2	unknown	0	24141	134716	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	1598	model-did-not-replay	0	721
QF_LRA/sc/sc-25.base.cvc.smt2	unknown	0	24129	155072	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	1736	model-did-not-replay	0	524
QF_LRA/sc/sc-27.base.cvc.smt2	unknown	0	24134	176800	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	1874	admission-screen	0	630
QF_LRA/sc/sc-29.base.cvc.smt2	unknown	0	24037	200724	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	2012	admission-screen	0	686
QF_LRA/sc/sc-31.base.cvc.smt2	unknown	0	24136	226592	unsat	Timeout/ResourceLimit	lazy SMT: wall-clock timeout reached	14	nra	2150	admission-screen	0	586
QF_LRA/sc/sc-33.base.cvc.smt2	unknown	0	24140	253784	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	2288	admission-screen	0	546
QF_LRA/sc/sc-35.base.cvc.smt2	unknown	0	24140	282476	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	2426	admission-screen	0	545
QF_LRA/sc/sc-37.base.cvc.smt2	unknown	0	24131	312824	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	2564	admission-screen	0	473
QF_LRA/sc/sc-39.base.cvc.smt2	unknown	0	24134	345512	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	2702	admission-screen	0	515
QF_LRA/sc/sc-5.base.cvc.smt2	unsat	0	11425	22552	unsat	DECIDED	-	5	nra	356	model-did-not-replay	0	1283
QF_LRA/sc/sc-7.base.cvc.smt2	unknown	0	24134	29912	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	494	model-did-not-replay	0	1514
QF_LRA/sc/sc-9.base.cvc.smt2	unknown	0	24042	38276	unsat	Timeout/ResourceLimit	DENSE SIMPLEX spent the budget (cube_simplex_calls>0, cube_matrices=0) -- the `Fourier-Motzkin` label is WRONG	14	nra	632	model-did-not-replay	0	1229
QF_LRA/spider_benchmarks/frame_prop.base.smt2	unsat	0	1117	17624	unsat	DECIDED	-	6	nra	0	took	0	0
QF_LRA/spider_benchmarks/fs_not_sc_seen.base.smt2	unsat	0	1315	17280	unsat	DECIDED	-	6	nra	0	took	0	0
QF_LRA/spider_benchmarks/no_op_accs.base.smt2	unsat	0	1314	17512	unsat	DECIDED	-	6	nra	0	took	0	0
QF_LRA/spider_benchmarks/pd_init_op_accs.base.smt2	unsat	0	1319	17304	unsat	DECIDED	-	6	nra	0	took	0	0
QF_LRA/spider_benchmarks/reint_to_least.base.smt2	unsat	0	210	26748	unsat	DECIDED	-	6	nra	0	took	0	0
