file	base	base_s	base_giveup	new	new_s	new_giveup	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/O416-002__type_contracts__communications.ads_16_9_invariant_check_on_default_value___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/O512-022__demo_not_fixed_yet__generic_stack.adb_27_25_use_stacks.adb_47_7_index_check___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/O512-022__infoflow__infoflow.adb_181_22_overflow_check___00.smt2	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unknown	10.11	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/O512-022__infoflow__infoflow.ads_136_24_contract_case___00.smt2	unknown	9.32	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unknown	9.32	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/O512-022__prefix_sum__prefixsum.ads_18_32_unreachable_branch___00.smt2	unknown	0.21	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unknown	0.21	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/O512-022__stacks__stacks.ads_84_58_index_check___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/O512-022__vscomp2014_partition_rte__partition_refinement.adb_100_44_precondition___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/O512-022__vscomp2014_partition_rte__partition_refinement.adb_180_10_precondition6___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/O512-022__vscomp2014_partition_rte__partition_refinement.adb_30_27_precondition2___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/O512-022__while_loop_invariant__s.adb_14_9_loop_variant___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/O724-003__iterable__with_iterable.ads_24_9_predicate_check___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/OA20-032__refinement__patris.adb_121_63_index_check___00.smt2	unknown	0.11	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("cell")])])	unknown	0.11	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("cell")])])	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/P115-039__spark16demo__concurrency_example.adb_14_13_dead_code___00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/P412-021__conc_discr_dyn__p.adb_6_19_range_check___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/P427-045__iterable_for_proof__test_containers.adb_22_38_precondition___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/P518-021__frame_for_max__frame_condition.adb_11_13_range_check___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/P518-021__frame_for_max__frame_condition.adb_218_46_frame_condition.adb_233_7_index_check___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/P518-021__frame_for_max__frame_condition.adb_86_39_frame_condition.adb_150_10_loop_invariant_preserv___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/P518-021__loop_frame_condition__do_loops.adb_112_22_assert___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/P607-055__for_loops_on_function_calls__for_loop_iterable.adb_42_11_precondition___01.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/P715-019__flow_subprogram_termination__container.adb_30_11_container.adb_45_7_precondition___03.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (AD	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT datatype's expansion is not exact (its Ackermann witness is a fresh datatype variable, and 	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/P720-007__replay__harness.adb_13_19_assert___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/P820-002__protected_out__polyorb_hi-utils.adb_47_33_overflow_check___00.smt2	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/PA14-032__dic__bounded_strings.adb_8_19_length_check___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/Q124-055__no_inlining__array_arith.ads_18_14_postcondition___00.smt2	unknown	5.71	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unknown	5.61	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/Q328-034__mut_discr__screen_output.adb_70_10_dead_code___00.smt2	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/Q424-003__if_expression__string_utilities.adb_17_24_index_check___00.smt2	unsat	0.31	none	unsat	0.31	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/Q519-015__array_cast__cast_array.ads_10_14_postcondition___00.smt2	unknown	6.61	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unknown	6.61	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/Q525-025__controlling_result__fixed_string.adb_18_11_length_check___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unsat	6.21	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/Q529-038__predicate__bounded_stacks.ads_18_20_integer_stacks.ads_4_1_postcondition___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/Q607-015__quantifiers__search_ter_p.ads_33_25_inconsistent_pre___00.smt2	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/Q713-033__loop_unroll__lcp.ads_17_54_overflow_check___00.smt2	unsat	0.41	none	unsat	0.41	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/Q719-013__loop_unroll_dyn__loops_static.adb_41_57_overflow_check___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/Q912-021__codepeer_by_example__assign_arr_unk.adb_4_18_overflow_check___00.smt2	unknown	10.32	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unknown	10.32	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/Q926-040__recursion__recursion.adb_43_32_loop_invariant_init___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.adb_191_42_bounded_dynamic_strings.ads_5_1_range_check___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.ads_103_48_bounded_dynamic_strings.ads_5_1_range_check___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.ads_66_13_bounded_dynamic_strings.ads_5_1_postcondition___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WE	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/QA23-042__flow_pointers__spark05.adb_55_16_null_pointer_dereference___00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (AD	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT datatype's expansion is not exact (its Ackermann witness is a fresh datatype variable, and 	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/QA23-042__ok_pointers__spark04.adb_22_10_null_pointer_dereference___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (AD	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT datatype's expansion is not exact (its Ackermann witness is a fresh datatype variable, and 	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R125-020__comparison__longest_common_prefix.adb_11_35_overflow_check___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R226-017__image_attribute__test.adb_8_22_range_check___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unsat	0.21	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R419-026__swap_ranges__swap_ranges.adb_16_14_range_check___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R419-026__swap_ranges__swap_ranges.adb_58_26_overflow_check___00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R427-050__counterex__competition.adb_10_38_length_check___00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_0ad1c3_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_17e539_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_2309ac_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0.41	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (AD	unknown	11.12	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_30682c_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unsat	0.71	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_3dbbcf_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_496459_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unsat	0.21	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_55ff7e_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (AD	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_610ef4_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_6b0fea_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_7beb29_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (AD	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_880db6_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (AD	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_93e018_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_9e1cf4_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	0.11	none	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_aa8afb_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	1.71	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #974 has sort (Uninterpreted 7) that the pure-Rust BV backend cannot bit-blast	unknown	10.52	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_b5aa01_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1.01	none	unsat	1.01	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_bfafe7_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unsat	2.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_cac5cc_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (AD	unsat	4.81	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_d70bc5_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_e19b11_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0.11	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (AD	unknown	10.12	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_ec30e5_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1.81	none	unsat	0.71	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_f787ed_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	0.21	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unsat	0.11	none	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R514-013__invariant__sorted.ads_14_14_postcondition___00.smt2	unknown	8.52	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unknown	8.62	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: eager Ackermann elimination does not admit array-valued function results; use canonical AUFBV combination	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R728-002__aggregates__pragmarc-b_strings.adb_79_22_range_check___00.smt2	unknown	1.41	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: `is`/`select` over a non-variable datatype term (constructors should fold first) (ADR-0022)	unknown	7.72	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFDTLIRA/20200306-Kanig/spark2014bench/R906-030__recursion__test_rec.adb_45_33_loop_invariant_preserv___00.smt2	unknown	11.02	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	unknown	11.12	give-up kind=Watchdog detail=watchdog fired before the worker thread returned	unsat
