run	index	choices	verdict	solve_s	steps	adds	check	check_s
c3	4326	3,4,3,2,1,2	unsat	4.992	255070	131858	passed	4.282
c3	4327	3,4,3,2,1,3	unsat	3.027	166626	87728	passed	2.554
c3	4328	3,4,3,2,1,4	unsat	2.160	125573	65239	passed	1.801
c3	4337	3,4,3,2,4,1	unsat	1.537	87524	47002	passed	1.366
c3	4338	3,4,3,2,4,2	unsat	4.229	183990	94791	passed	2.993
c3	4339	3,4,3,2,4,3	unsat	7.604	283191	147533	passed	5.925
c3	4340	3,4,3,2,4,4	unsat	0.012	1	1	passed	0.311
c3	4341	3,4,3,3,1,1	unsat	0.012	1	1	passed	0.305
c3	4342	3,4,3,3,1,2	unsat	9.266	383051	198345	passed	7.838
c3	4345	3,4,3,3,2,1	unsat	8.583	366581	189293	passed	6.573
c3	4346	3,4,3,3,2,2	unsat	2.313	120413	64269	passed	2.100
c3	4356	3,4,3,3,4,4	unsat	0.012	1	1	passed	0.281
c3	4357	3,4,3,4,1,1	unsat	0.013	1	1	passed	0.290
c3	4358	3,4,3,4,1,2	unsat	5.356	244762	127609	passed	4.451
c3	4362	3,4,3,4,2,2	unsat	3.287	144838	75528	passed	2.764
c3	4373	3,4,4,1,1,1	unsat	0.013	1	1	passed	0.303
c3	4374	3,4,4,1,1,2	unsat	1.764	87952	47373	passed	1.508
c3	4375	3,4,4,1,1,3	unsat	3.249	136658	72092	passed	2.400
c3	4376	3,4,4,1,1,4	unsat	5.410	220848	115314	passed	4.083
c3	4377	3,4,4,1,2,1	unsat	1.862	111003	59058	passed	1.712
c3	4378	3,4,4,1,2,2	unsat	0.827	52288	27852	passed	0.905
c3	4379	3,4,4,1,2,3	unsat	1.875	110344	58323	passed	1.710
c3	4380	3,4,4,1,2,4	unsat	8.811	382020	198236	passed	8.031
c3	4385	3,4,4,1,4,1	unsat	3.988	199704	105152	passed	3.398
c3	4386	3,4,4,1,4,2	unsat	2.937	143418	74137	passed	2.522
c3	4388	3,4,4,1,4,4	unsat	0.013	1	1	passed	0.291
c3	4389	3,4,4,2,1,1	unsat	0.014	1	1	passed	0.294
c3	4390	3,4,4,2,1,2	unsat	2.435	129389	68957	passed	2.038
c3	4391	3,4,4,2,1,3	unsat	2.314	127968	67793	passed	1.941
c3	4392	3,4,4,2,1,4	unsat	7.744	320321	164566	passed	6.413
c3	4393	3,4,4,2,2,1	unsat	0.672	36262	19746	passed	0.749
c3	4394	3,4,4,2,2,2	unsat	0.779	37481	20992	passed	0.816
c3	4395	3,4,4,2,2,3	unsat	5.792	230003	118747	passed	4.131
c3	4396	3,4,4,2,2,4	unsat	7.561	318261	162621	passed	6.130
c3	4401	3,4,4,2,4,1	unsat	1.512	95469	51240	passed	1.393
c3	4402	3,4,4,2,4,2	unsat	4.460	156227	82114	passed	3.092
c3	4403	3,4,4,2,4,3	unsat	3.041	164045	85158	passed	2.268
c3	4404	3,4,4,2,4,4	unsat	0.014	1	1	passed	0.296
c3	4405	3,4,4,3,1,1	unsat	0.012	1	1	passed	0.289
c3	4406	3,4,4,3,1,2	unsat	1.191	72822	39177	passed	1.180
c3	4409	3,4,4,3,2,1	unsat	1.416	86084	45459	passed	1.437
c3	4410	3,4,4,3,2,2	unsat	4.255	209720	109796	passed	3.430
c3	4418	3,4,4,3,4,2	unsat	5.077	318670	162900	passed	4.662
c3	4420	3,4,4,3,4,4	unsat	0.012	1	1	passed	0.278
c3	4421	3,4,4,4,1,1	unsat	0.012	1	1	passed	0.281
c3	4422	3,4,4,4,1,2	unsat	6.615	291807	149411	passed	5.539
c3	4425	3,4,4,4,2,1	unsat	8.199	334869	172343	passed	6.812
c3	4426	3,4,4,4,2,2	unsat	3.884	137847	72866	passed	3.204
c4b	4442	4,1,1,1,2,2	unsat	3.130	118113	61876	passed	2.871
c4b	4443	4,1,1,1,2,3	unsat	5.494	208604	108925	passed	4.443
c4b	4446	4,1,1,1,3,2	unsat	2.621	116743	60742	passed	2.453
c4b	4447	4,1,1,1,3,3	unsat	3.126	119147	62980	passed	2.916
c4b	4469	4,1,1,3,1,1	unsat	0.024	1	1	passed	0.516
c4b	4470	4,1,1,3,1,2	unsat	1.689	79948	42876	passed	1.772
c4b	4471	4,1,1,3,1,3	unsat	6.024	220250	114851	passed	5.015
c4b	4472	4,1,1,3,1,4	unsat	6.590	234358	123105	passed	5.711
c4b	4485	4,1,1,4,1,1	unsat	0.026	1	1	passed	0.491
c4b	4486	4,1,1,4,1,2	unsat	9.834	267758	137998	passed	8.130
c4b	4487	4,1,1,4,1,3	unsat	4.994	157523	83294	passed	3.853
c4b	4488	4,1,1,4,1,4	unsat	13.332	349942	180567	passed	11.942
c4b	4489	4,1,1,4,2,1	unsat	9.544	258606	135387	passed	8.106
c4b	4490	4,1,1,4,2,2	unsat	1.903	80944	43789	passed	1.859
c4b	4491	4,1,1,4,2,3	unsat	1.787	86180	45546	passed	1.799
c4b	4494	4,1,1,4,3,2	unsat	1.007	53690	29234	passed	1.076
c4b	4495	4,1,1,4,3,3	unsat	3.275	143289	74012	passed	3.189
c4b	4505	4,1,2,1,2,1	unsat	8.994	258957	135569	passed	7.162
c4b	4506	4,1,2,1,2,2	unsat	4.856	186142	96864	passed	4.173
c4b	4507	4,1,2,1,2,3	unsat	7.613	293967	152010	passed	7.096
c4b	4508	4,1,2,1,2,4	unsat	5.533	166888	87818	passed	4.472
c4b	4510	4,1,2,1,3,2	unsat	1.406	73529	39705	passed	1.485
c4b	4511	4,1,2,1,3,3	unsat	0.763	40744	21779	passed	1.034
c4b	4512	4,1,2,1,3,4	unsat	1.905	94637	50400	passed	1.957
c4b	4517	4,1,2,2,1,1	unsat	0.023	1	1	passed	0.509
c4b	4518	4,1,2,2,1,2	unsat	4.264	135388	70505	passed	3.255
c4b	4519	4,1,2,2,1,3	unsat	0.644	32863	18604	passed	0.937
c4b	4520	4,1,2,2,1,4	unsat	4.547	138629	73706	passed	3.901
c4b	4554	4,1,2,4,2,2	unsat	4.220	174502	90396	passed	4.312
c4b	4555	4,1,2,4,2,3	unsat	3.078	134924	70256	passed	3.223
c4b	4556	4,1,2,4,2,4	unsat	14.015	338463	175493	passed	11.483
c4b	4557	4,1,2,4,3,1	unsat	0.911	47263	25623	passed	1.086
c4b	4558	4,1,2,4,3,2	unsat	0.823	42207	23199	passed	1.087
c4b	4559	4,1,2,4,3,3	unsat	2.484	102982	55019	passed	2.185
c4b	4560	4,1,2,4,3,4	unsat	5.302	196596	102156	passed	4.642
c4b	4565	4,1,3,1,1,1	unsat	0.025	1	1	passed	0.507
c4b	4566	4,1,3,1,1,2	unsat	1.139	59909	32618	passed	1.350
c4b	4567	4,1,3,1,1,3	unsat	2.513	95557	51324	passed	2.353
c4b	4568	4,1,3,1,1,4	unsat	4.802	175894	92010	passed	4.571
c4b	4573	4,1,3,1,3,1	unsat	10.100	306590	157526	passed	8.091
c4b	4574	4,1,3,1,3,2	unsat	1.980	95581	51217	passed	2.318
c4b	4575	4,1,3,1,3,3	unsat	2.116	87137	46560	passed	2.087
c4b	4576	4,1,3,1,3,4	unsat	4.177	134150	69364	passed	3.428
c4b	4589	4,1,3,2,3,1	unsat	3.852	176287	92353	passed	3.877
c4b	4590	4,1,3,2,3,2	unsat	0.514	26859	14787	passed	0.828
c4b	4591	4,1,3,2,3,3	unsat	1.057	64335	33882	passed	1.353
c4b	4592	4,1,3,2,3,4	unsat	0.838	41414	22405	passed	1.037
c4b	4617	4,1,3,4,2,1	unsat	0.888	46835	25183	passed	1.088
c4b	4618	4,1,3,4,2,2	unsat	0.772	40861	21790	passed	1.059
c4b	4619	4,1,3,4,2,3	unsat	2.391	109128	57196	passed	2.468
c4b	4620	4,1,3,4,2,4	unsat	4.767	167657	88725	passed	4.148
c4b	4621	4,1,3,4,3,1	unsat	5.380	138435	73724	passed	3.977
c4b	4622	4,1,3,4,3,2	unsat	0.762	37560	20970	passed	1.093
c4b	4623	4,1,3,4,3,3	unsat	2.106	78950	41859	passed	2.042
c4b	4624	4,1,3,4,3,4	unsat	5.129	157765	83621	passed	3.614
c4b	4629	4,1,4,1,1,1	unsat	0.024	1	1	passed	0.436
c4b	4630	4,1,4,1,1,2	unsat	7.296	232662	121387	passed	6.379
c4b	4631	4,1,4,1,1,3	unsat	4.968	162935	84058	passed	4.421
c4b	4633	4,1,4,1,2,1	unsat	9.652	269943	140358	passed	8.259
c4b	4634	4,1,4,1,2,2	unsat	1.510	71714	37962	passed	1.569
c4b	4635	4,1,4,1,2,3	unsat	1.404	66839	36424	passed	1.477
c4b	4637	4,1,4,1,3,1	unsat	13.079	361929	184820	passed	11.506
c4b	4638	4,1,4,1,3,2	unsat	3.062	147412	77925	passed	2.981
c4b	4639	4,1,4,1,3,3	unsat	1.716	80814	43648	passed	1.667
c4b	4640	4,1,4,1,3,4	unsat	17.093	364583	187565	passed	13.834
c4b	4677	4,1,4,4,1,1	unsat	0.029	1	1	passed	0.532
c4b	4678	4,1,4,4,1,2	unsat	6.768	157021	82826	passed	4.563
c4b	4679	4,1,4,4,1,3	unsat	4.656	135248	70516	passed	4.180
c4b	4682	4,1,4,4,2,2	unsat	2.498	110651	58619	passed	2.282
c4b	4683	4,1,4,4,2,3	unsat	8.361	278570	142651	passed	7.836
c4b	4687	4,1,4,4,3,3	unsat	4.561	158167	83766	passed	3.901
c4b	4697	4,2,1,1,2,1	unsat	3.052	120788	64626	passed	2.732
c4b	4698	4,2,1,1,2,2	unsat	0.024	1	1	passed	0.504
c4b	4699	4,2,1,1,2,3	unsat	0.956	53492	29057	passed	1.236
c4b	4700	4,2,1,1,2,4	unsat	5.441	177111	93175	passed	4.832
c4b	4709	4,2,1,2,1,1	unsat	0.025	1	1	passed	0.468
c4b	4710	4,2,1,2,1,2	unsat	11.046	319520	163936	passed	9.115
c4b	4711	4,2,1,2,1,3	unsat	1.529	72818	39250	passed	1.585
c4b	4712	4,2,1,2,1,4	unsat	11.383	319901	164119	passed	10.399
c4b	4717	4,2,1,2,3,1	unsat	0.702	37529	20958	passed	1.013
c4b	4718	4,2,1,2,3,2	unsat	5.341	229617	118374	passed	5.745
c4b	4719	4,2,1,2,3,3	unsat	0.701	40880	21838	passed	1.050
c4b	4720	4,2,1,2,3,4	unsat	1.368	73385	39811	passed	1.569
c4b	4741	4,2,1,4,1,1	unsat	0.022	1	1	passed	0.463
c4b	4742	4,2,1,4,1,2	unsat	5.872	175977	91953	passed	5.202
c4b	4743	4,2,1,4,1,3	unsat	1.071	60210	32772	passed	1.436
c4b	4744	4,2,1,4,1,4	unsat	11.105	297232	154962	passed	8.356
c4b	4745	4,2,1,4,2,1	unsat	5.228	158019	83894	passed	4.372
c4b	4746	4,2,1,4,2,2	unsat	0.024	1	1	passed	0.538
c4b	4747	4,2,1,4,2,3	unsat	1.100	58605	31281	passed	1.359
c4b	4748	4,2,1,4,2,4	unsat	11.086	308097	159021	passed	9.879
c4b	4749	4,2,1,4,3,1	unsat	0.578	31620	17417	passed	0.902
c4b	4750	4,2,1,4,3,2	unsat	0.903	48131	26501	passed	1.154
c4b	4751	4,2,1,4,3,3	unsat	0.807	37447	20917	passed	0.912
c4b	4752	4,2,1,4,3,4	unsat	4.891	165611	86789	passed	4.384
c4b	4845	4,2,3,2,3,1	unsat	1.771	80386	43342	passed	1.842
c4b	4846	4,2,3,2,3,2	unsat	7.774	253189	130056	passed	6.798
c4b	4847	4,2,3,2,3,3	unsat	1.989	79980	42884	passed	2.015
c4b	4848	4,2,3,2,3,4	unsat	5.584	157174	83009	passed	3.776
c4b	4873	4,2,3,4,2,1	unsat	1.192	54363	29884	passed	1.326
c4b	4874	4,2,3,4,2,2	unsat	0.022	1	1	passed	0.498
c4b	4875	4,2,3,4,2,3	unsat	4.548	154804	80691	passed	3.910
c4b	4876	4,2,3,4,2,4	unsat	8.030	241987	124886	passed	6.646
c4b	4877	4,2,3,4,3,1	unsat	0.750	40738	21835	passed	1.000
c4b	4878	4,2,3,4,3,2	unsat	4.129	135679	70883	passed	3.880
c4b	4879	4,2,3,4,3,3	unsat	0.927	38020	21489	passed	1.003
c4b	4880	4,2,3,4,3,4	unsat	16.257	363335	186938	passed	11.550
c4b	4885	4,2,4,1,1,1	unsat	0.022	1	1	passed	0.466
c4b	4886	4,2,4,1,1,2	unsat	2.321	77718	40758	passed	2.060
c4b	4887	4,2,4,1,1,3	unsat	0.650	31243	17057	passed	0.883
c4b	4888	4,2,4,1,1,4	unsat	2.417	72158	38519	passed	1.768
c4b	4901	4,2,4,2,1,1	unsat	0.024	1	1	passed	0.522
c4b	4902	4,2,4,2,1,2	unsat	14.344	363985	186881	passed	12.206
c4b	4903	4,2,4,2,1,3	unsat	1.382	67084	36617	passed	1.575
c4b	4904	4,2,4,2,1,4	unsat	19.874	382827	198029	passed	16.014
c4b	4909	4,2,4,2,3,1	unsat	1.016	53442	28941	passed	1.372
c4b	4910	4,2,4,2,3,2	unsat	14.565	362795	185527	passed	11.608
c4b	4911	4,2,4,2,3,3	unsat	2.222	79863	42823	passed	1.964
c4b	4933	4,2,4,4,1,1	unsat	0.025	1	1	passed	0.500
c4b	4934	4,2,4,4,1,2	unsat	16.763	352678	182760	passed	11.841
c4b	4935	4,2,4,4,1,3	unsat	5.187	185536	96371	passed	4.572
c4b	4937	4,2,4,4,2,1	unsat	15.638	365212	188325	passed	13.137
c4b	4938	4,2,4,4,2,2	unsat	0.023	1	1	passed	0.512
c4b	4939	4,2,4,4,2,3	unsat	5.845	167915	88872	passed	4.990
c4b	4941	4,2,4,4,3,1	unsat	4.894	187154	98187	passed	4.915
c4b	4943	4,2,4,4,3,3	unsat	3.482	127550	67021	passed	3.183
c4b	4954	4,3,1,1,2,2	unsat	0.798	37657	21074	passed	1.062
c4b	4955	4,3,1,1,2,3	unsat	3.024	135432	70543	passed	2.800
c4b	4956	4,3,1,1,2,4	unsat	6.071	243301	126361	passed	5.545
c4b	4958	4,3,1,1,3,2	unsat	1.868	86290	45871	passed	1.803
c4b	4959	4,3,1,1,3,3	unsat	0.024	1	1	passed	0.477
c4b	4981	4,3,1,3,1,1	unsat	0.024	1	1	passed	0.513
c4b	4982	4,3,1,3,1,2	unsat	2.000	96333	51979	passed	2.147
c4b	4983	4,3,1,3,1,3	unsat	10.769	321644	166091	passed	8.622
c4b	4984	4,3,1,3,1,4	unsat	2.944	100385	52404	passed	2.578
c4b	4997	4,3,1,4,1,1	unsat	0.025	1	1	passed	0.457
c4b	4998	4,3,1,4,1,2	unsat	3.326	120106	63984	passed	2.486
c4b	4999	4,3,1,4,1,3	unsat	8.014	218357	112884	passed	6.059
c4b	5000	4,3,1,4,1,4	unsat	16.065	378153	193985	passed	13.826
c4b	5001	4,3,1,4,2,1	unsat	6.348	252842	129524	passed	6.383
c4b	5002	4,3,1,4,2,2	unsat	1.147	53881	29396	passed	1.314
c4b	5003	4,3,1,4,2,3	unsat	1.702	77967	41029	passed	1.745
c4b	5004	4,3,1,4,2,4	unsat	10.757	305081	156241	passed	9.020
c4b	5005	4,3,1,4,3,1	unsat	9.607	279629	143964	passed	7.584
c4b	5006	4,3,1,4,3,2	unsat	1.907	94426	50218	passed	1.942
c4b	5007	4,3,1,4,3,3	unsat	0.024	1	1	passed	0.539
c4b	5017	4,3,2,1,2,1	unsat	2.922	146043	76682	passed	2.567
c4b	5018	4,3,2,1,2,2	unsat	2.530	120479	64439	passed	2.644
c4b	5019	4,3,2,1,2,3	unsat	1.392	64207	33747	passed	1.492
c4b	5020	4,3,2,1,2,4	unsat	0.985	48390	26777	passed	1.215
c4b	5021	4,3,2,1,3,1	unsat	1.581	85713	45154	passed	1.651
c4b	5022	4,3,2,1,3,2	unsat	1.923	102821	54750	passed	2.004
c4b	5023	4,3,2,1,3,3	unsat	0.026	1	1	passed	0.511
c4b	5024	4,3,2,1,3,4	unsat	2.176	96141	51899	passed	2.224
c4b	5029	4,3,2,2,1,1	unsat	0.022	1	1	passed	0.511
c4b	5030	4,3,2,2,1,2	unsat	2.769	120086	63991	passed	2.721
c4b	5031	4,3,2,2,1,3	unsat	0.866	41508	22451	passed	1.072
c4b	5032	4,3,2,2,1,4	unsat	1.285	65444	35012	passed	1.439
c4b	5037	4,3,2,2,3,1	unsat	3.340	137745	73041	passed	2.974
c4b	5038	4,3,2,2,3,2	unsat	7.690	255467	132280	passed	6.548
c4b	5039	4,3,2,2,3,3	unsat	0.022	1	1	passed	0.472
c4b	5040	4,3,2,2,3,4	unsat	5.146	173033	89102	passed	4.133
c4b	5045	4,3,2,3,1,1	unsat	0.024	1	1	passed	0.514
c4b	5046	4,3,2,3,1,2	unsat	0.668	37237	20693	passed	0.910
c4b	5048	4,3,2,3,1,4	unsat	1.845	86654	46196	passed	1.758
c4b	5049	4,3,2,3,2,1	unsat	1.589	78394	41289	passed	1.643
c4b	5050	4,3,2,3,2,2	unsat	1.759	65067	34638	passed	1.679
c4b	5051	4,3,2,3,2,3	unsat	8.821	258949	135609	passed	8.152
c4b	5052	4,3,2,3,2,4	unsat	4.012	138204	73385	passed	3.501
c4b	5053	4,3,2,3,3,1	unsat	1.560	78617	41608	passed	1.640
c4b	5054	4,3,2,3,3,2	unsat	1.611	65025	34643	passed	1.719
c4b	5055	4,3,2,3,3,3	unsat	0.023	1	1	passed	0.491
c4b	5056	4,3,2,3,3,4	unsat	2.410	87369	46729	passed	2.242
c4b	5061	4,3,2,4,1,1	unsat	0.025	1	1	passed	0.495
c4b	5062	4,3,2,4,1,2	unsat	0.876	45951	24344	passed	1.131
c4b	5063	4,3,2,4,1,3	unsat	1.426	79635	42678	passed	1.706
c4b	5064	4,3,2,4,1,4	unsat	4.601	155071	80871	passed	3.423
c4b	5065	4,3,2,4,2,1	unsat	1.309	64054	33627	passed	1.467
c4b	5066	4,3,2,4,2,2	unsat	1.677	71974	38290	passed	1.592
c4b	5068	4,3,2,4,2,4	unsat	7.413	205565	105708	passed	6.137
c4b	5069	4,3,2,4,3,1	unsat	1.247	60425	33105	passed	1.435
c4b	5070	4,3,2,4,3,2	unsat	3.767	129567	69165	passed	3.625
c4b	5071	4,3,2,4,3,3	unsat	0.030	1	1	passed	0.519
c4b	5077	4,3,3,1,1,1	unsat	0.028	1	1	passed	0.532
c4b	5078	4,3,3,1,1,2	unsat	1.281	65958	35586	passed	1.461
c4b	5079	4,3,3,1,1,3	unsat	4.701	154470	80395	passed	3.979
c4b	5080	4,3,3,1,1,4	unsat	5.181	176660	92982	passed	4.652
c4b	5081	4,3,3,1,2,1	unsat	1.130	64523	34070	passed	1.344
c4b	5082	4,3,3,1,2,2	unsat	0.702	35452	18951	passed	0.906
c4b	5083	4,3,3,1,2,3	unsat	4.277	167560	88758	passed	3.658
c4b	5084	4,3,3,1,2,4	unsat	1.445	79506	42502	passed	1.819
c4b	5085	4,3,3,1,3,1	unsat	7.638	269261	140303	passed	7.376
c4b	5086	4,3,3,1,3,2	unsat	2.850	120020	63979	passed	2.614
c4b	5087	4,3,3,1,3,3	unsat	0.028	1	1	passed	0.502
c4b	5088	4,3,3,1,3,4	unsat	4.818	183741	94626	passed	4.065
c4b	5125	4,3,3,4,1,1	unsat	0.026	1	1	passed	0.500
c4b	5126	4,3,3,4,1,2	unsat	1.121	59651	32325	passed	1.366
c4b	5127	4,3,3,4,1,3	unsat	18.044	350136	180118	passed	14.523
c4b	5129	4,3,3,4,2,1	unsat	1.385	71318	37598	passed	1.553
c4b	5130	4,3,3,4,2,2	unsat	2.095	86229	45554	passed	1.917
c4b	5135	4,3,3,4,3,3	unsat	0.023	1	1	passed	0.510
c4b	5141	4,3,4,1,1,1	unsat	0.024	1	1	passed	0.506
c4b	5142	4,3,4,1,1,2	unsat	2.370	95682	51508	passed	2.491
c4b	5143	4,3,4,1,1,3	unsat	5.396	157251	83175	passed	4.494
c4b	5145	4,3,4,1,2,1	unsat	10.722	378229	194144	passed	8.931
c4b	5146	4,3,4,1,2,2	unsat	0.459	22485	12527	passed	0.814
c4b	5147	4,3,4,1,2,3	unsat	6.646	252845	129821	passed	6.141
c4b	5148	4,3,4,1,2,4	unsat	3.091	126284	65938	passed	2.796
c4b	5157	4,3,4,2,1,1	unsat	0.021	1	1	passed	0.507
c4b	5158	4,3,4,2,1,2	unsat	3.547	137104	72374	passed	2.908
c4b	5159	4,3,4,2,1,3	unsat	2.829	118578	62465	passed	2.618
c4b	5160	4,3,4,2,1,4	unsat	4.237	165628	86717	passed	3.761
c4b	5161	4,3,4,2,2,1	unsat	0.683	28081	15996	passed	0.816
c4b	5162	4,3,4,2,2,2	unsat	0.857	30935	16794	passed	1.085
c4b	5163	4,3,4,2,2,3	unsat	2.714	79653	42619	passed	2.314
c4b	5164	4,3,4,2,2,4	unsat	8.900	230969	119811	passed	6.993
c4b	5165	4,3,4,2,3,1	unsat	1.200	57660	30358	passed	1.392
c4b	5166	4,3,4,2,3,2	unsat	3.863	119128	63027	passed	3.053
c4b	5167	4,3,4,2,3,3	unsat	0.022	1	1	passed	0.513
c4b	5168	4,3,4,2,3,4	unsat	6.832	195762	101426	passed	5.453
c4b	5173	4,3,4,3,1,1	unsat	0.026	1	1	passed	0.496
c4b	5174	4,3,4,3,1,2	unsat	1.217	65180	34663	passed	1.431
c4b	5176	4,3,4,3,1,4	unsat	16.628	308313	158951	passed	9.992
c4b	5177	4,3,4,3,2,1	unsat	2.143	100584	52390	passed	2.090
c4b	5178	4,3,4,3,2,2	unsat	1.417	57807	30476	passed	1.455
c4b	5180	4,3,4,3,2,4	unsat	19.113	350133	180191	passed	14.197
c4b	5189	4,3,4,4,1,1	unsat	0.026	1	1	passed	0.453
c4b	5190	4,3,4,4,1,2	unsat	8.374	282651	146818	passed	6.905
c4b	5194	4,3,4,4,2,2	unsat	2.375	100428	52346	passed	2.355
c4b	5198	4,3,4,4,3,2	unsat	8.182	220154	114799	passed	6.523
c4b	5199	4,3,4,4,3,3	unsat	0.025	1	1	passed	0.505
c4b	5205	4,4,1,1,1,1	unsat	0.024	1	1	passed	0.479
c4b	5206	4,4,1,1,1,2	unsat	12.006	337624	175013	passed	10.890
c4b	5207	4,4,1,1,1,3	unsat	5.803	184885	95836	passed	4.866
c4b	5209	4,4,1,1,2,1	unsat	16.487	368812	191230	passed	13.817
c4b	5210	4,4,1,1,2,2	unsat	3.847	135829	70861	passed	3.223
c4b	5211	4,4,1,1,2,3	unsat	3.185	146574	77131	passed	3.235
c4b	5213	4,4,1,1,3,1	unsat	18.906	381459	196413	passed	10.433
c4b	5214	4,4,1,1,3,2	unsat	2.315	109788	57729	passed	2.149
c4b	5215	4,4,1,1,3,3	unsat	5.571	185227	95959	passed	4.738
c4b	5221	4,4,1,2,1,1	unsat	0.021	1	1	passed	0.513
c4b	5222	4,4,1,2,1,2	unsat	6.022	167698	88646	passed	4.203
c4b	5223	4,4,1,2,1,3	unsat	3.063	128350	67915	passed	2.885
c4b	5224	4,4,1,2,1,4	unsat	16.068	365555	188891	passed	12.876
c4b	5225	4,4,1,2,2,1	unsat	5.866	165390	86348	passed	3.951
c4b	5226	4,4,1,2,2,2	unsat	1.316	41327	22222	passed	1.206
c4b	5227	4,4,1,2,2,3	unsat	2.575	109056	57106	passed	2.568
c4b	5228	4,4,1,2,2,4	unsat	8.050	229607	118266	passed	6.298
c4b	5229	4,4,1,2,3,1	unsat	4.812	209442	109766	passed	4.488
c4b	5230	4,4,1,2,3,2	unsat	1.043	52951	28513	passed	1.251
c4b	5231	4,4,1,2,3,3	unsat	2.799	120751	64466	passed	2.901
c4b	5237	4,4,1,3,1,1	unsat	0.026	1	1	passed	0.533
c4b	5238	4,4,1,3,1,2	unsat	0.736	32538	18320	passed	0.993
c4b	5239	4,4,1,3,1,3	unsat	5.163	165125	86088	passed	4.750
c4b	5240	4,4,1,3,1,4	unsat	12.321	294309	152188	passed	10.282
c4b	5241	4,4,1,3,2,1	unsat	1.475	72871	39280	passed	1.744
c4b	5242	4,4,1,3,2,2	unsat	1.056	47083	25361	passed	1.192
c4b	5243	4,4,1,3,2,3	unsat	0.809	43103	24044	passed	1.063
c4b	5244	4,4,1,3,2,4	unsat	4.014	137569	72753	passed	3.522
c4b	5245	4,4,1,3,3,1	unsat	4.610	155234	81074	passed	3.831
c4b	5246	4,4,1,3,3,2	unsat	0.697	31262	17004	passed	0.991
c4b	5247	4,4,1,3,3,3	unsat	1.005	32506	18235	passed	1.147
c4b	5248	4,4,1,3,3,4	unsat	8.147	210423	110583	passed	5.874
c4b	5253	4,4,1,4,1,1	unsat	0.025	1	1	passed	0.462
c4b	5254	4,4,1,4,1,2	unsat	11.738	292975	150730	passed	9.238
c4b	5255	4,4,1,4,1,3	unsat	10.535	269111	139840	passed	8.796
c4b	5258	4,4,1,4,2,2	unsat	6.966	195527	101071	passed	5.644
c4b	5259	4,4,1,4,2,3	unsat	13.073	384178	199667	passed	12.233
c4b	5262	4,4,1,4,3,2	unsat	8.733	296409	154196	passed	8.103
c4b	5263	4,4,1,4,3,3	unsat	14.490	362125	185021	passed	11.250
c4b	5269	4,4,2,1,1,1	unsat	0.022	1	1	passed	0.466
c4b	5270	4,4,2,1,1,2	unsat	3.543	126209	65902	passed	3.037
c4b	5271	4,4,2,1,1,3	unsat	2.603	110469	58447	passed	2.315
c4b	5272	4,4,2,1,1,4	unsat	14.720	361886	185026	passed	11.942
c4b	5273	4,4,2,1,2,1	unsat	3.075	95172	50827	passed	2.391
c4b	5275	4,4,2,1,2,3	unsat	2.765	127614	67246	passed	2.952
c4b	5276	4,4,2,1,2,4	unsat	12.602	310366	161334	passed	10.217
c4b	5277	4,4,2,1,3,1	unsat	1.909	95851	51644	passed	2.059
c4b	5278	4,4,2,1,3,2	unsat	0.671	32892	18632	passed	1.009
c4b	5279	4,4,2,1,3,3	unsat	3.085	126441	66093	passed	2.669
c4b	5280	4,4,2,1,3,4	unsat	6.157	187943	98742	passed	4.372
c4b	5285	4,4,2,2,1,1	unsat	0.023	1	1	passed	0.478
c4b	5287	4,4,2,2,1,3	unsat	3.376	155941	81779	passed	3.279
c4b	5293	4,4,2,2,3,1	unsat	1.043	54687	30191	passed	1.268
c4b	5295	4,4,2,2,3,3	unsat	5.313	185654	96669	passed	5.676
c4b	5301	4,4,2,3,1,1	unsat	0.026	1	1	passed	0.458
c4b	5302	4,4,2,3,1,2	unsat	2.242	111296	59301	passed	2.168
c4b	5303	4,4,2,3,1,3	unsat	0.740	30848	16624	passed	0.920
c4b	5304	4,4,2,3,1,4	unsat	5.449	196208	101769	passed	4.970
c4b	5305	4,4,2,3,2,1	unsat	1.275	54634	30117	passed	1.430
c4b	5306	4,4,2,3,2,2	unsat	2.086	88013	47501	passed	2.072
c4b	5307	4,4,2,3,2,3	unsat	2.433	78682	41541	passed	2.090
c4b	5308	4,4,2,3,2,4	unsat	5.484	177178	93256	passed	4.664
c4b	5309	4,4,2,3,3,1	unsat	1.453	72054	38366	passed	1.795
c4b	5310	4,4,2,3,3,2	unsat	2.039	71811	38161	passed	1.904
c4b	5311	4,4,2,3,3,3	unsat	2.129	52964	28458	passed	1.723
c4b	5312	4,4,2,3,3,4	unsat	12.643	297240	154972	passed	12.895
c4b	5317	4,4,2,4,1,1	unsat	0.022	1	1	passed	0.474
c4b	5319	4,4,2,4,1,3	unsat	11.536	381459	196925	passed	11.523
c4b	5322	4,4,2,4,2,2	unsat	9.344	282456	146605	passed	9.024
c4b	5323	4,4,2,4,2,3	unsat	8.524	233386	122274	passed	7.094
c4b	5325	4,4,2,4,3,1	unsat	1.978	92499	48222	passed	2.147
c4b	5327	4,4,2,4,3,3	unsat	14.419	364124	187406	passed	13.592
c4b	5333	4,4,3,1,1,1	unsat	0.022	1	1	passed	0.486
c4b	5334	4,4,3,1,1,2	unsat	1.708	78879	41947	passed	1.663
