run	index	choices	verdict	solve_s	steps	adds	check	check_s
b3	2470	2,1,2,2,1,2	unsat	10.062	266151	136950	passed	8.800
b3	2471	2,1,2,2,1,3	unsat	3.229	107807	55962	passed	2.972
b3	2472	2,1,2,2,1,4	unsat	4.555	168358	89117	passed	3.433
b3	2477	2,1,2,2,3,1	unsat	6.208	196608	102243	passed	5.001
b3	2478	2,1,2,2,3,2	unsat	13.707	377406	192810	passed	12.505
b3	2479	2,1,2,2,3,3	unsat	2.766	112237	60184	passed	2.620
b3	2481	2,1,2,2,4,1	unsat	6.464	206801	106840	passed	5.383
b3	2483	2,1,2,2,4,3	unsat	10.092	353983	183734	passed	9.955
b3	2484	2,1,2,2,4,4	unsat	5.001	188818	99594	passed	4.808
b3	2501	2,1,2,4,1,1	unsat	0.024	1	1	passed	0.492
b3	2502	2,1,2,4,1,2	unsat	6.712	229457	118120	passed	6.154
b3	2503	2,1,2,4,1,3	unsat	2.506	117543	61560	passed	2.601
b3	2504	2,1,2,4,1,4	unsat	1.799	60674	33253	passed	1.726
b3	2509	2,1,2,4,3,1	unsat	2.050	102057	54190	passed	2.009
b3	2510	2,1,2,4,3,2	unsat	1.722	73501	39885	passed	1.668
b3	2511	2,1,2,4,3,3	unsat	0.485	23724	13675	passed	0.866
b3	2512	2,1,2,4,3,4	unsat	0.861	47219	25602	passed	1.208
b3	2526	2,1,3,1,3,2	unsat	3.625	120032	63784	passed	3.086
b3	2527	2,1,3,1,3,3	unsat	3.582	129862	69289	passed	3.279
b3	2528	2,1,3,1,3,4	unsat	1.509	66791	36397	passed	1.479
b3	2529	2,1,3,1,4,1	unsat	4.963	185125	95930	passed	4.345
b3	2530	2,1,3,1,4,2	unsat	2.861	134003	69329	passed	2.670
b3	2531	2,1,3,1,4,3	unsat	1.056	52710	28305	passed	1.273
b3	2532	2,1,3,1,4,4	unsat	0.545	28129	16070	passed	0.848
b3	2541	2,1,3,2,3,1	unsat	2.822	102490	54610	passed	2.678
b3	2542	2,1,3,2,3,2	unsat	2.252	85539	44873	passed	1.981
b3	2543	2,1,3,2,3,3	unsat	1.070	43209	24192	passed	1.207
b3	2544	2,1,3,2,3,4	unsat	0.654	36127	19559	passed	1.032
b1	2581	2,1,4,1,1,1	unsat	0.024	1	1	passed	0.552
b1	2582	2,1,4,1,1,2	unsat	2.980	117461	61263	passed	2.626
b1	2583	2,1,4,1,1,3	unsat	1.438	70693	37068	passed	1.519
b1	2584	2,1,4,1,1,4	unsat	5.599	194269	100089	passed	4.934
b3	2593	2,1,4,1,4,1	unsat	11.756	367740	190715	passed	11.441
b3	2594	2,1,4,1,4,2	unsat	3.608	125671	65150	passed	3.098
b3	2595	2,1,4,1,4,3	unsat	2.239	87877	47333	passed	1.971
b3	2596	2,1,4,1,4,4	unsat	2.324	95321	51208	passed	2.123
b3	2597	2,1,4,2,1,1	unsat	0.024	1	1	passed	0.474
b3	2598	2,1,4,2,1,2	unsat	5.056	164297	85362	passed	4.161
b3	2599	2,1,4,2,1,3	unsat	1.354	72608	39040	passed	1.603
b3	2600	2,1,4,2,1,4	unsat	2.320	84783	44319	passed	2.118
b3	2609	2,1,4,2,4,1	unsat	11.032	347568	177886	passed	10.466
b3	2610	2,1,4,2,4,2	unsat	2.113	81126	44021	passed	2.150
b3	2611	2,1,4,2,4,3	unsat	0.701	35858	19315	passed	0.982
b3	2612	2,1,4,2,4,4	unsat	1.035	42106	23105	passed	1.208
b3	2637	2,1,4,4,3,1	unsat	0.851	42207	23183	passed	1.086
b3	2638	2,1,4,4,3,2	unsat	4.847	185143	96038	passed	4.320
b3	2639	2,1,4,4,3,3	unsat	0.669	31976	17718	passed	0.966
b3	2640	2,1,4,4,3,4	unsat	3.907	126578	66036	passed	3.495
b3	2653	2,2,1,1,3,1	unsat	2.455	103220	55098	passed	2.427
b3	2654	2,2,1,1,3,2	unsat	8.323	245489	128153	passed	6.853
b3	2655	2,2,1,1,3,3	unsat	1.559	67311	36817	passed	1.616
b3	2656	2,2,1,1,3,4	unsat	1.514	80537	43422	passed	1.660
b3	2657	2,2,1,1,4,1	unsat	10.884	368308	190973	passed	10.594
b3	2659	2,2,1,1,4,3	unsat	2.355	117450	61461	passed	2.506
b3	2660	2,2,1,1,4,4	unsat	2.054	81341	44218	passed	1.881
b3	2661	2,2,1,2,1,1	unsat	0.024	1	1	passed	0.512
b3	2663	2,2,1,2,1,3	unsat	5.702	173450	89462	passed	4.262
b3	2669	2,2,1,2,3,1	unsat	4.945	148563	78977	passed	4.266
b3	2671	2,2,1,2,3,3	unsat	6.023	188092	98829	passed	4.515
b3	2672	2,2,1,2,3,4	unsat	2.460	111747	59699	passed	2.523
b3	2673	2,2,1,2,4,1	unsat	2.654	87260	46737	passed	2.306
b3	2675	2,2,1,2,4,3	unsat	3.700	162719	83919	passed	3.675
b3	2676	2,2,1,2,4,4	unsat	4.883	175231	91096	passed	4.525
b3	2689	2,2,1,3,4,1	unsat	0.271	12177	7340	passed	0.601
b3	2690	2,2,1,3,4,2	unsat	2.958	125587	65145	passed	2.609
b3	2691	2,2,1,3,4,3	unsat	0.502	23872	13783	passed	0.812
b3	2692	2,2,1,3,4,4	unsat	0.617	30822	16580	passed	0.894
b3	2693	2,2,1,4,1,1	unsat	0.023	1	1	passed	0.483
b3	2694	2,2,1,4,1,2	unsat	8.539	245204	128091	passed	6.934
b3	2695	2,2,1,4,1,3	unsat	1.179	58641	31273	passed	1.234
b3	2696	2,2,1,4,1,4	unsat	2.756	94125	49879	passed	2.353
b1	2709	2,2,2,1,1,1	unsat	0.024	1	1	passed	0.522
b1	2711	2,2,2,1,1,3	unsat	2.138	74287	40478	passed	2.031
b1	2712	2,2,2,1,1,4	unsat	2.741	95615	51309	passed	2.538
b1	2717	2,2,2,1,3,1	unsat	1.852	71069	37376	passed	1.697
b1	2719	2,2,2,1,3,3	unsat	1.451	53603	29112	passed	1.484
b1	2720	2,2,2,1,3,4	unsat	1.034	57679	30374	passed	1.258
b1	2721	2,2,2,1,4,1	unsat	1.812	72452	38652	passed	1.632
b1	2723	2,2,2,1,4,3	unsat	0.661	31254	17000	passed	0.895
b1	2724	2,2,2,1,4,4	unsat	3.929	136214	71257	passed	3.218
b1	2725	2,2,2,2,1,1	unsat	0.023	1	1	passed	0.510
b1	2727	2,2,2,2,1,3	unsat	20.272	352802	182669	passed	13.455
b1	2733	2,2,2,2,3,1	unsat	10.227	206316	106322	passed	7.316
b1	2741	2,2,2,3,1,1	unsat	0.025	1	1	passed	0.461
b1	2743	2,2,2,3,1,3	unsat	8.536	185027	95806	passed	6.484
b1	2744	2,2,2,3,1,4	unsat	3.366	117368	61114	passed	2.761
b1	2749	2,2,2,3,3,1	unsat	12.161	310656	161996	passed	10.725
b1	2751	2,2,2,3,3,3	unsat	4.360	126016	65563	passed	3.882
b1	2752	2,2,2,3,3,4	unsat	4.463	128950	68462	passed	3.582
b1	2753	2,2,2,3,4,1	unsat	1.219	52281	27851	passed	1.343
b1	2755	2,2,2,3,4,3	unsat	16.970	295863	153062	passed	11.993
b1	2756	2,2,2,3,4,4	unsat	4.169	137213	72299	passed	3.533
b1	2757	2,2,2,4,1,1	unsat	0.024	1	1	passed	0.515
b1	2759	2,2,2,4,1,3	unsat	2.905	120440	64242	passed	2.744
b1	2765	2,2,2,4,3,1	unsat	2.349	85202	44580	passed	2.099
b1	2767	2,2,2,4,3,3	unsat	2.654	86506	45911	passed	2.357
b1	2769	2,2,2,4,4,1	unsat	3.140	101977	53933	passed	2.870
b1	2771	2,2,2,4,4,3	unsat	14.264	362915	186091	passed	10.772
b1	2772	2,2,2,4,4,4	unsat	4.415	136717	71745	passed	3.572
b1	2773	2,2,3,1,1,1	unsat	0.025	1	1	passed	0.517
b1	2774	2,2,3,1,1,2	unsat	11.918	307930	159078	passed	8.406
b1	2775	2,2,3,1,1,3	unsat	4.401	138962	73963	passed	3.868
b1	2776	2,2,3,1,1,4	unsat	0.823	41403	22336	passed	1.068
b1	2781	2,2,3,1,3,1	unsat	1.414	53311	28843	passed	1.503
b1	2783	2,2,3,1,3,3	unsat	2.359	93197	48926	passed	2.081
b1	2784	2,2,3,1,3,4	unsat	0.645	33181	18936	passed	0.954
b1	2789	2,2,3,2,1,1	unsat	0.022	1	1	passed	0.463
b3	2792	2,2,3,2,1,4	unsat	6.906	258333	135215	passed	6.498
b1	2797	2,2,3,2,3,1	unsat	3.997	101598	53488	passed	3.131
b1	2799	2,2,3,2,3,3	unsat	14.695	364024	186761	passed	12.655
b1	2800	2,2,3,2,3,4	unsat	9.276	232841	121716	passed	7.151
b1	2801	2,2,3,2,4,1	unsat	1.623	60115	32740	passed	1.619
b1	2805	2,2,3,3,1,1	unsat	0.024	1	1	passed	0.481
b3	2808	2,2,3,3,1,4	unsat	3.599	153392	79356	passed	3.249
b3	2813	2,2,3,3,3,1	unsat	1.756	59286	31875	passed	1.758
b3	2814	2,2,3,3,3,2	unsat	9.853	269579	140476	passed	7.990
b3	2815	2,2,3,3,3,3	unsat	1.010	32104	17835	passed	1.199
b3	2816	2,2,3,3,3,4	unsat	1.719	60531	33134	passed	1.652
b3	2817	2,2,3,3,4,1	unsat	0.715	36628	20090	passed	0.981
b3	2819	2,2,3,3,4,3	unsat	20.829	338030	174895	passed	13.669
b3	2820	2,2,3,3,4,4	unsat	2.429	93583	49376	passed	2.261
b1	2829	2,2,3,4,3,1	unsat	0.697	32663	18504	passed	0.917
b1	2830	2,2,3,4,3,2	unsat	9.473	232734	121580	passed	7.615
b1	2831	2,2,3,4,3,3	unsat	1.844	70819	37123	passed	1.678
b1	2832	2,2,3,4,3,4	unsat	4.228	134318	69462	passed	3.688
b3	2833	2,2,3,4,4,1	unsat	0.673	27411	15333	passed	0.888
b3	2834	2,2,3,4,4,2	unsat	6.246	174076	90329	passed	5.086
b3	2835	2,2,3,4,4,3	unsat	3.801	120782	64533	passed	3.224
b3	2836	2,2,3,4,4,4	unsat	1.683	42375	23265	passed	1.415
b1	2837	2,2,4,1,1,1	unsat	0.024	1	1	passed	0.522
b1	2838	2,2,4,1,1,2	unsat	12.849	351210	181484	passed	11.610
b1	2839	2,2,4,1,1,3	unsat	0.759	35905	19339	passed	1.052
b1	2840	2,2,4,1,1,4	unsat	2.815	92406	48189	passed	2.329
b1	2845	2,2,4,1,3,1	unsat	0.376	18265	10112	passed	0.767
b1	2846	2,2,4,1,3,2	unsat	8.836	334053	171313	passed	7.096
b1	2847	2,2,4,1,3,3	unsat	0.671	27258	15220	passed	1.004
b1	2848	2,2,4,1,3,4	unsat	0.756	33093	18807	passed	1.016
b1	2849	2,2,4,1,4,1	unsat	3.603	129426	68750	passed	2.773
b1	2850	2,2,4,1,4,2	unsat	11.871	337914	175077	passed	10.837
b1	2851	2,2,4,1,4,3	unsat	1.012	47822	26115	passed	1.187
b1	2852	2,2,4,1,4,4	unsat	4.487	148049	78432	passed	3.361
b3	2853	2,2,4,2,1,1	unsat	0.036	1	1	passed	0.515
b3	2855	2,2,4,2,1,3	unsat	2.723	99950	51999	passed	2.112
b3	2861	2,2,4,2,3,1	unsat	4.720	188120	98873	passed	4.446
b3	2863	2,2,4,2,3,3	unsat	5.019	134766	70030	passed	3.281
b3	2864	2,2,4,2,3,4	unsat	20.947	382588	198077	passed	15.552
b3	2865	2,2,4,2,4,1	unsat	9.899	245830	128506	passed	8.040
b3	2867	2,2,4,2,4,3	unsat	7.170	177327	93295	passed	5.393
b3	2868	2,2,4,2,4,4	unsat	9.443	240914	123565	passed	7.804
b3	2877	2,2,4,3,3,1	unsat	0.386	18897	10757	passed	0.773
b3	2878	2,2,4,3,3,2	unsat	5.523	174729	90815	passed	4.966
b3	2879	2,2,4,3,3,3	unsat	0.696	22939	12963	passed	0.967
b3	2880	2,2,4,3,3,4	unsat	4.042	136291	71468	passed	3.527
b3	2881	2,2,4,3,4,1	unsat	1.077	46777	25053	passed	1.245
b3	2882	2,2,4,3,4,2	unsat	12.854	321245	165932	passed	10.518
b3	2883	2,2,4,3,4,3	unsat	2.296	72974	39251	passed	1.988
b3	2884	2,2,4,3,4,4	unsat	2.005	72249	38550	passed	1.739
b3	2885	2,2,4,4,1,1	unsat	0.025	1	1	passed	0.447
b3	2887	2,2,4,4,1,3	unsat	5.251	216766	111490	passed	5.107
b3	2893	2,2,4,4,3,1	unsat	1.187	54505	30162	passed	1.329
b3	2895	2,2,4,4,3,3	unsat	2.762	110304	58182	passed	2.379
b3	2897	2,2,4,4,4,1	unsat	4.444	146296	76752	passed	4.112
b3	2898	2,2,4,4,4,2	unsat	11.492	292818	150943	passed	9.362
b3	2899	2,2,4,4,4,3	unsat	1.734	54308	29837	passed	1.606
b3	2900	2,2,4,4,4,4	unsat	1.683	58658	31274	passed	1.703
b1	2909	2,3,1,1,3,1	unsat	5.822	205872	105925	passed	4.891
b1	2910	2,3,1,1,3,2	unsat	7.672	242790	125691	passed	6.988
b1	2911	2,3,1,1,3,3	unsat	0.025	1	1	passed	0.500
b1	2912	2,3,1,1,3,4	unsat	1.002	52475	28022	passed	1.196
b1	2914	2,3,1,1,4,2	unsat	2.678	127339	67002	passed	2.561
b1	2915	2,3,1,1,4,3	unsat	1.239	66998	36603	passed	1.528
b1	2916	2,3,1,1,4,4	unsat	0.879	47159	25492	passed	1.142
b3	2917	2,3,1,2,1,1	unsat	0.024	1	1	passed	0.521
b3	2919	2,3,1,2,1,3	unsat	9.395	255761	132588	passed	7.587
b3	2920	2,3,1,2,1,4	unsat	1.270	66786	36324	passed	1.444
b3	2925	2,3,1,2,3,1	unsat	5.271	157098	82928	passed	4.560
b3	2927	2,3,1,2,3,3	unsat	0.023	1	1	passed	0.446
b3	2928	2,3,1,2,3,4	unsat	1.198	58750	31362	passed	1.297
b3	2929	2,3,1,2,4,1	unsat	1.623	81230	44079	passed	1.649
b3	2930	2,3,1,2,4,2	unsat	4.240	195666	101411	passed	4.183
b3	2931	2,3,1,2,4,3	unsat	1.425	66568	36287	passed	1.481
b3	2932	2,3,1,2,4,4	unsat	0.913	53287	28801	passed	1.215
b3	2933	2,3,1,3,1,1	unsat	0.025	1	1	passed	0.508
b3	2934	2,3,1,3,1,2	unsat	9.975	266980	137482	passed	8.466
b3	2936	2,3,1,3,1,4	unsat	5.459	211266	111242	passed	4.728
b3	2945	2,3,1,3,4,1	unsat	5.188	219179	113680	passed	4.763
b3	2946	2,3,1,3,4,2	unsat	2.177	109043	57274	passed	2.237
b3	2948	2,3,1,3,4,4	unsat	1.089	53289	28799	passed	1.270
b3	2981	2,3,2,2,1,1	unsat	0.023	1	1	passed	0.504
b3	2984	2,3,2,2,1,4	unsat	7.381	254473	131095	passed	6.349
b3	2991	2,3,2,2,3,3	unsat	0.020	1	1	passed	0.456
b3	2992	2,3,2,2,3,4	unsat	11.392	306849	157786	passed	9.773
b3	2996	2,3,2,2,4,4	unsat	2.576	109712	57590	passed	2.671
b3	2997	2,3,2,3,1,1	unsat	0.024	1	1	passed	0.496
b3	3009	2,3,2,3,4,1	unsat	9.204	346617	177025	passed	9.612
b3	3012	2,3,2,3,4,4	unsat	2.318	88200	47606	passed	2.454
b3	3013	2,3,2,4,1,1	unsat	0.026	1	1	passed	0.465
b3	3015	2,3,2,4,1,3	unsat	2.563	101400	53399	passed	2.341
b3	3016	2,3,2,4,1,4	unsat	3.923	173986	89951	passed	4.090
b3	3021	2,3,2,4,3,1	unsat	1.384	65079	34697	passed	1.498
b3	3022	2,3,2,4,3,2	unsat	6.149	196479	102282	passed	5.387
b3	3023	2,3,2,4,3,3	unsat	0.024	1	1	passed	0.505
b3	3024	2,3,2,4,3,4	unsat	13.808	346499	177035	passed	10.599
b1	3029	2,3,3,1,1,1	unsat	0.027	1	1	passed	0.476
b1	3030	2,3,3,1,1,2	unsat	6.974	197114	102609	passed	5.117
b1	3031	2,3,3,1,1,3	unsat	12.044	383116	198683	passed	12.484
b1	3032	2,3,3,1,1,4	unsat	3.675	136706	72082	passed	3.481
b1	3037	2,3,3,1,3,1	unsat	6.399	221839	116188	passed	5.375
b1	3038	2,3,3,1,3,2	unsat	4.610	165020	86099	passed	3.885
b1	3039	2,3,3,1,3,3	unsat	0.025	1	1	passed	0.507
b1	3040	2,3,3,1,3,4	unsat	1.383	66838	36348	passed	1.570
b1	3041	2,3,3,1,4,1	unsat	3.731	164332	85389	passed	3.785
b1	3042	2,3,3,1,4,2	unsat	2.296	109195	57277	passed	2.261
b1	3044	2,3,3,1,4,4	unsat	0.935	43330	24270	passed	1.114
b3	3045	2,3,3,2,1,1	unsat	0.022	1	1	passed	0.523
b3	3048	2,3,3,2,1,4	unsat	2.114	102883	54824	passed	2.091
b3	3053	2,3,3,2,3,1	unsat	5.809	198806	104264	passed	4.932
b3	3055	2,3,3,2,3,3	unsat	0.022	1	1	passed	0.500
b3	3056	2,3,3,2,3,4	unsat	4.020	148204	78776	passed	3.489
b3	3057	2,3,3,2,4,1	unsat	2.065	108227	56288	passed	2.092
b3	3060	2,3,3,2,4,4	unsat	9.489	319224	163374	passed	7.531
b3	3061	2,3,3,3,1,1	unsat	0.025	1	1	passed	0.523
b3	3073	2,3,3,3,4,1	unsat	8.207	268562	138943	passed	7.608
b3	3076	2,3,3,3,4,4	unsat	3.949	120806	64581	passed	3.398
b3	3077	2,3,3,4,1,1	unsat	0.022	1	1	passed	0.458
b3	3078	2,3,3,4,1,2	unsat	2.673	127614	67296	passed	2.594
b3	3079	2,3,3,4,1,3	unsat	9.102	332228	169872	passed	9.395
b3	3080	2,3,3,4,1,4	unsat	2.407	120822	64587	passed	2.345
b3	3085	2,3,3,4,3,1	unsat	2.088	108660	56643	passed	2.108
b3	3086	2,3,3,4,3,2	unsat	4.168	154438	80519	passed	3.886
b3	3087	2,3,3,4,3,3	unsat	0.025	1	1	passed	0.489
b3	3088	2,3,3,4,3,4	unsat	3.988	154068	79911	passed	3.580
b3	3089	2,3,3,4,4,1	unsat	2.600	110124	58423	passed	2.320
b3	3091	2,3,3,4,4,3	unsat	7.707	219242	113641	passed	6.180
b3	3092	2,3,3,4,4,4	unsat	2.614	94130	49955	passed	2.259
b3	3101	2,3,4,1,3,1	unsat	1.878	100252	52327	passed	1.954
b3	3102	2,3,4,1,3,2	unsat	2.249	110920	59119	passed	2.345
b3	3103	2,3,4,1,3,3	unsat	0.023	1	1	passed	0.501
b3	3104	2,3,4,1,3,4	unsat	1.408	59751	32370	passed	1.438
b3	3105	2,3,4,1,4,1	unsat	1.267	72611	39011	passed	1.636
b3	3106	2,3,4,1,4,2	unsat	1.524	73824	40190	passed	1.559
b3	3108	2,3,4,1,4,4	unsat	2.311	119057	62993	passed	2.589
b3	3109	2,3,4,2,1,1	unsat	0.023	1	1	passed	0.513
b3	3110	2,3,4,2,1,2	unsat	5.344	195061	100570	passed	4.736
b3	3111	2,3,4,2,1,3	unsat	1.084	54335	29920	passed	1.321
b3	3112	2,3,4,2,1,4	unsat	2.428	108250	56261	passed	2.394
b3	3117	2,3,4,2,3,1	unsat	1.923	88411	47859	passed	1.827
b3	3118	2,3,4,2,3,2	unsat	10.917	305922	157319	passed	9.255
b3	3119	2,3,4,2,3,3	unsat	0.025	1	1	passed	0.482
b3	3120	2,3,4,2,3,4	unsat	9.409	268188	138951	passed	8.393
b3	3121	2,3,4,2,4,1	unsat	1.414	72172	38560	passed	1.556
b3	3122	2,3,4,2,4,2	unsat	8.281	241464	124483	passed	7.056
b3	3123	2,3,4,2,4,3	unsat	5.438	165928	86926	passed	4.315
b3	3124	2,3,4,2,4,4	unsat	1.327	72347	38771	passed	1.625
b3	3125	2,3,4,3,1,1	unsat	0.022	1	1	passed	0.504
b3	3126	2,3,4,3,1,2	unsat	3.913	154932	81107	passed	3.718
b3	3127	2,3,4,3,1,3	unsat	11.297	333584	170788	passed	10.236
b3	3128	2,3,4,3,1,4	unsat	2.565	120519	64384	passed	2.578
b3	3133	2,3,4,3,3,1	unsat	2.759	129609	69232	passed	2.644
b3	3134	2,3,4,3,3,2	unsat	2.644	100198	52164	passed	2.398
b3	3135	2,3,4,3,3,3	unsat	0.023	1	1	passed	0.518
b3	3136	2,3,4,3,3,4	unsat	2.479	80885	43740	passed	2.154
b3	3137	2,3,4,3,4,1	unsat	3.528	138630	73819	passed	3.415
b3	3138	2,3,4,3,4,2	unsat	12.667	308931	160074	passed	10.225
b3	3140	2,3,4,3,4,4	unsat	13.856	367451	190273	passed	11.337
b3	3141	2,3,4,4,1,1	unsat	0.025	1	1	passed	0.510
b3	3142	2,3,4,4,1,2	unsat	3.349	153426	79252	passed	3.300
b3	3143	2,3,4,4,1,3	unsat	1.957	93379	49367	passed	2.062
b3	3144	2,3,4,4,1,4	unsat	7.428	280125	144158	passed	7.340
b3	3149	2,3,4,4,3,1	unsat	2.295	102962	54937	passed	2.211
b3	3150	2,3,4,4,3,2	unsat	10.260	292816	150959	passed	9.356
b3	3151	2,3,4,4,3,3	unsat	0.024	1	1	passed	0.473
b3	3165	2,4,1,1,3,1	unsat	3.747	166918	87919	passed	3.329
b3	3166	2,4,1,1,3,2	unsat	2.523	117434	61435	passed	2.635
b3	3167	2,4,1,1,3,3	unsat	0.888	42870	23866	passed	1.087
b3	3168	2,4,1,1,3,4	unsat	6.060	245620	128724	passed	5.402
b3	3169	2,4,1,1,4,1	unsat	14.348	382720	198346	passed	10.732
b3	3171	2,4,1,1,4,3	unsat	1.657	80400	43414	passed	1.752
b3	3172	2,4,1,1,4,4	unsat	0.024	1	1	passed	0.511
b3	3173	2,4,1,2,1,1	unsat	0.024	1	1	passed	0.508
b3	3174	2,4,1,2,1,2	unsat	10.546	294626	152342	passed	8.627
b3	3175	2,4,1,2,1,3	unsat	3.427	153235	79162	passed	3.234
b3	3176	2,4,1,2,1,4	unsat	11.567	295677	153606	passed	9.213
b3	3181	2,4,1,2,3,1	unsat	1.551	80182	43121	passed	1.755
b3	3182	2,4,1,2,3,2	unsat	4.633	206866	106889	passed	5.169
b3	3183	2,4,1,2,3,3	unsat	1.012	58780	31383	passed	1.231
b3	3184	2,4,1,2,3,4	unsat	4.884	204867	105430	passed	4.478
b3	3185	2,4,1,2,4,1	unsat	6.210	210251	110155	passed	5.228
b3	3187	2,4,1,2,4,3	unsat	1.710	86633	46115	passed	1.803
b3	3188	2,4,1,2,4,4	unsat	0.025	1	1	passed	0.509
b3	3189	2,4,1,3,1,1	unsat	0.024	1	1	passed	0.512
b3	3190	2,4,1,3,1,2	unsat	1.261	59862	32499	passed	1.445
b3	3191	2,4,1,3,1,3	unsat	3.086	128784	68435	passed	2.844
b3	3192	2,4,1,3,1,4	unsat	5.665	207180	107181	passed	5.178
b3	3197	2,4,1,3,3,1	unsat	2.782	125903	65461	passed	2.816
b3	3198	2,4,1,3,3,2	unsat	1.890	93399	49227	passed	2.021
b3	3199	2,4,1,3,3,3	unsat	0.446	19658	11502	passed	0.750
b3	3200	2,4,1,3,3,4	unsat	2.036	93554	49276	passed	2.128
b3	3201	2,4,1,3,4,1	unsat	3.711	164664	85934	passed	3.450
b3	3202	2,4,1,3,4,2	unsat	1.510	77489	40507	passed	1.752
b3	3203	2,4,1,3,4,3	unsat	2.405	108510	56530	passed	2.209
b3	3204	2,4,1,3,4,4	unsat	0.024	1	1	passed	0.501
b3	3205	2,4,1,4,1,1	unsat	0.024	1	1	passed	0.548
b3	3206	2,4,1,4,1,2	unsat	9.094	245789	128847	passed	7.767
b3	3207	2,4,1,4,1,3	unsat	5.735	186388	97264	passed	4.353
b3	3213	2,4,1,4,3,1	unsat	2.285	108117	56102	passed	2.033
b3	3214	2,4,1,4,3,2	unsat	3.014	138180	73273	passed	3.002
b3	3215	2,4,1,4,3,3	unsat	1.520	71593	37945	passed	1.618
b3	3216	2,4,1,4,3,4	unsat	12.984	368380	190926	passed	10.470
b1	3229	2,4,2,1,3,1	unsat	9.980	361745	185201	passed	10.697
b1	3230	2,4,2,1,3,2	unsat	3.504	164209	85331	passed	3.294
b1	3231	2,4,2,1,3,3	unsat	0.509	26508	14464	passed	0.911
b1	3232	2,4,2,1,3,4	unsat	2.236	103769	55745	passed	2.286
b1	3233	2,4,2,1,4,1	unsat	2.748	95892	51608	passed	2.545
b1	3234	2,4,2,1,4,2	unsat	5.752	185038	95793	passed	5.349
b1	3235	2,4,2,1,4,3	unsat	2.439	119323	63268	passed	2.595
b1	3236	2,4,2,1,4,4	unsat	0.030	1	1	passed	0.491
b3	3237	2,4,2,2,1,1	unsat	0.031	1	1	passed	0.480
b3	3247	2,4,2,2,3,3	unsat	3.235	125524	65079	passed	2.951
b3	3252	2,4,2,2,4,4	unsat	0.024	1	1	passed	0.496
b3	3253	2,4,2,3,1,1	unsat	0.023	1	1	passed	0.506
b3	3254	2,4,2,3,1,2	unsat	3.179	125801	65428	passed	2.753
b3	3255	2,4,2,3,1,3	unsat	2.693	103373	55351	passed	2.456
b3	3256	2,4,2,3,1,4	unsat	2.167	85752	45173	passed	2.037
b3	3265	2,4,2,3,4,1	unsat	1.132	47342	25719	passed	1.266
b3	3266	2,4,2,3,4,2	unsat	8.723	220900	115531	passed	6.829
b3	3267	2,4,2,3,4,3	unsat	4.667	143243	74006	passed	4.082
b3	3268	2,4,2,3,4,4	unsat	0.027	1	1	passed	0.448
b3	3269	2,4,2,4,1,1	unsat	0.027	1	1	passed	0.445
b3	3271	2,4,2,4,1,3	unsat	9.528	323871	168635	passed	7.376
b3	3277	2,4,2,4,3,1	unsat	4.687	167038	87936	passed	3.859
b3	3279	2,4,2,4,3,3	unsat	5.598	185707	96511	passed	4.873
b3	3293	2,4,3,1,3,1	unsat	1.773	79463	42437	passed	1.703
b3	3294	2,4,3,1,3,2	unsat	1.400	60669	33308	passed	1.430
b3	3295	2,4,3,1,3,3	unsat	0.853	41336	22279	passed	1.049
b3	3296	2,4,3,1,3,4	unsat	3.477	145156	75775	passed	3.187
b3	3301	2,4,3,2,1,1	unsat	0.024	1	1	passed	0.501
b3	3303	2,4,3,2,1,3	unsat	2.276	92899	48586	passed	2.092
b3	3304	2,4,3,2,1,4	unsat	2.296	93200	48996	passed	2.017
b3	3309	2,4,3,2,3,1	unsat	1.624	66859	36401	passed	1.610
b3	3310	2,4,3,2,3,2	unsat	9.546	265762	136258	passed	7.665
b3	3311	2,4,3,2,3,3	unsat	1.879	85394	44765	passed	1.826
b3	3312	2,4,3,2,3,4	unsat	7.113	197663	103569	passed	5.335
b3	3313	2,4,3,2,4,1	unsat	1.662	80584	43532	passed	1.770
b3	3314	2,4,3,2,4,2	unsat	11.570	290853	148910	passed	9.090
b3	3315	2,4,3,2,4,3	unsat	7.694	216887	111644	passed	5.732
b3	3316	2,4,3,2,4,4	unsat	0.025	1	1	passed	0.509
b3	3317	2,4,3,3,1,1	unsat	0.023	1	1	passed	0.444
b3	3318	2,4,3,3,1,2	unsat	5.028	187869	98680	passed	3.919
b3	3319	2,4,3,3,1,3	unsat	4.110	154331	80299	passed	3.815
b3	3320	2,4,3,3,1,4	unsat	3.036	126356	66012	passed	2.968
b3	3329	2,4,3,3,4,1	unsat	2.492	101693	53603	passed	2.355
b3	3330	2,4,3,3,4,2	unsat	7.267	217350	112249	passed	6.131
b3	3332	2,4,3,3,4,4	unsat	0.021	1	1	passed	0.496
b3	3333	2,4,3,4,1,1	unsat	0.025	1	1	passed	0.548
b3	3334	2,4,3,4,1,2	unsat	3.595	144306	74871	passed	3.216
b3	3335	2,4,3,4,1,3	unsat	7.279	284269	148647	passed	6.656
b3	3336	2,4,3,4,1,4	unsat	11.589	338336	175699	passed	9.800
b3	3341	2,4,3,4,3,1	unsat	3.746	148235	78846	passed	3.425
b3	3342	2,4,3,4,3,2	unsat	9.799	270830	141468	passed	7.277
b3	3343	2,4,3,4,3,3	unsat	3.392	129510	69132	passed	2.939
