level	file	threshold_mult	admitted_at_level	source_arm	verdict	ms	exit_status	peak_rss_kb	decided_by
2	QF_RDL/sal/fischer3-mutex-11.smt2	1	True	shipped	unsat	408	0	22452	dl-online
4	QF_RDL/sal/fischer3-mutex-11.smt2	1	True	shipped	unsat	408	0	22452	dl-online
16	QF_RDL/sal/fischer3-mutex-11.smt2	1	True	shipped	unsat	408	0	22452	dl-online
off	QF_RDL/sal/fischer3-mutex-11.smt2	1	True	shipped	unsat	408	0	22452	dl-online
2	QF_RDL/sal/fischer3-mutex-12.smt2	1	True	shipped	unsat	508	0	22668	dl-online
4	QF_RDL/sal/fischer3-mutex-12.smt2	1	True	shipped	unsat	508	0	22668	dl-online
16	QF_RDL/sal/fischer3-mutex-12.smt2	1	True	shipped	unsat	508	0	22668	dl-online
off	QF_RDL/sal/fischer3-mutex-12.smt2	1	True	shipped	unsat	508	0	22668	dl-online
2	QF_RDL/sal/fischer3-mutex-13.smt2	1	True	shipped	unsat	808	0	26664	dl-online
4	QF_RDL/sal/fischer3-mutex-13.smt2	1	True	shipped	unsat	808	0	26664	dl-online
16	QF_RDL/sal/fischer3-mutex-13.smt2	1	True	shipped	unsat	808	0	26664	dl-online
off	QF_RDL/sal/fischer3-mutex-13.smt2	1	True	shipped	unsat	808	0	26664	dl-online
2	QF_RDL/sal/fischer3-mutex-14.smt2	1	True	shipped	unsat	909	0	26964	dl-online
4	QF_RDL/sal/fischer3-mutex-14.smt2	1	True	shipped	unsat	909	0	26964	dl-online
16	QF_RDL/sal/fischer3-mutex-14.smt2	1	True	shipped	unsat	909	0	26964	dl-online
off	QF_RDL/sal/fischer3-mutex-14.smt2	1	True	shipped	unsat	909	0	26964	dl-online
2	QF_RDL/sal/fischer3-mutex-15.smt2	1	True	shipped	unsat	1209	0	27780	dl-online
4	QF_RDL/sal/fischer3-mutex-15.smt2	1	True	shipped	unsat	1209	0	27780	dl-online
16	QF_RDL/sal/fischer3-mutex-15.smt2	1	True	shipped	unsat	1209	0	27780	dl-online
off	QF_RDL/sal/fischer3-mutex-15.smt2	1	True	shipped	unsat	1209	0	27780	dl-online
2	QF_RDL/sal/fischer3-mutex-16.smt2	1	True	shipped	unsat	1409	0	29096	dl-online
4	QF_RDL/sal/fischer3-mutex-16.smt2	1	True	shipped	unsat	1409	0	29096	dl-online
16	QF_RDL/sal/fischer3-mutex-16.smt2	1	True	shipped	unsat	1409	0	29096	dl-online
off	QF_RDL/sal/fischer3-mutex-16.smt2	1	True	shipped	unsat	1409	0	29096	dl-online
2	QF_RDL/sal/fischer3-mutex-17.smt2	1	True	shipped	unsat	2112	0	30380	dl-online
4	QF_RDL/sal/fischer3-mutex-17.smt2	1	True	shipped	unsat	2112	0	30380	dl-online
16	QF_RDL/sal/fischer3-mutex-17.smt2	1	True	shipped	unsat	2112	0	30380	dl-online
off	QF_RDL/sal/fischer3-mutex-17.smt2	1	True	shipped	unsat	2112	0	30380	dl-online
2	QF_RDL/sal/fischer3-mutex-18.smt2	1	True	shipped	unsat	1410	0	30768	dl-online
4	QF_RDL/sal/fischer3-mutex-18.smt2	1	True	shipped	unsat	1410	0	30768	dl-online
16	QF_RDL/sal/fischer3-mutex-18.smt2	1	True	shipped	unsat	1410	0	30768	dl-online
off	QF_RDL/sal/fischer3-mutex-18.smt2	1	True	shipped	unsat	1410	0	30768	dl-online
2	QF_RDL/sal/fischer3-mutex-19.smt2	1	True	shipped	unsat	2309	0	33524	dl-online
4	QF_RDL/sal/fischer3-mutex-19.smt2	1	True	shipped	unsat	2309	0	33524	dl-online
16	QF_RDL/sal/fischer3-mutex-19.smt2	1	True	shipped	unsat	2309	0	33524	dl-online
off	QF_RDL/sal/fischer3-mutex-19.smt2	1	True	shipped	unsat	2309	0	33524	dl-online
2	QF_RDL/sal/fischer3-mutex-2.smt2	1	True	shipped	unsat	107	0	15964	dl-online
4	QF_RDL/sal/fischer3-mutex-2.smt2	1	True	shipped	unsat	107	0	15964	dl-online
16	QF_RDL/sal/fischer3-mutex-2.smt2	1	True	shipped	unsat	107	0	15964	dl-online
off	QF_RDL/sal/fischer3-mutex-2.smt2	1	True	shipped	unsat	107	0	15964	dl-online
2	QF_RDL/sal/fischer3-mutex-20.smt2	1	True	shipped	unsat	2710	0	36800	dl-online
4	QF_RDL/sal/fischer3-mutex-20.smt2	1	True	shipped	unsat	2710	0	36800	dl-online
16	QF_RDL/sal/fischer3-mutex-20.smt2	1	True	shipped	unsat	2710	0	36800	dl-online
off	QF_RDL/sal/fischer3-mutex-20.smt2	1	True	shipped	unsat	2710	0	36800	dl-online
2	QF_RDL/sal/fischer3-mutex-3.smt2	1	True	shipped	unsat	107	0	16396	dl-online
4	QF_RDL/sal/fischer3-mutex-3.smt2	1	True	shipped	unsat	107	0	16396	dl-online
16	QF_RDL/sal/fischer3-mutex-3.smt2	1	True	shipped	unsat	107	0	16396	dl-online
off	QF_RDL/sal/fischer3-mutex-3.smt2	1	True	shipped	unsat	107	0	16396	dl-online
2	QF_RDL/sal/fischer3-mutex-4.smt2	1	True	shipped	unsat	107	0	17208	dl-online
4	QF_RDL/sal/fischer3-mutex-4.smt2	1	True	shipped	unsat	107	0	17208	dl-online
16	QF_RDL/sal/fischer3-mutex-4.smt2	1	True	shipped	unsat	107	0	17208	dl-online
off	QF_RDL/sal/fischer3-mutex-4.smt2	1	True	shipped	unsat	107	0	17208	dl-online
2	QF_RDL/sal/fischer3-mutex-5.smt2	1	True	shipped	unsat	107	0	17716	dl-online
4	QF_RDL/sal/fischer3-mutex-5.smt2	1	True	shipped	unsat	107	0	17716	dl-online
16	QF_RDL/sal/fischer3-mutex-5.smt2	1	True	shipped	unsat	107	0	17716	dl-online
off	QF_RDL/sal/fischer3-mutex-5.smt2	1	True	shipped	unsat	107	0	17716	dl-online
2	QF_RDL/sal/fischer3-mutex-6.smt2	1	True	shipped	unsat	107	0	18136	dl-online
4	QF_RDL/sal/fischer3-mutex-6.smt2	1	True	shipped	unsat	107	0	18136	dl-online
16	QF_RDL/sal/fischer3-mutex-6.smt2	1	True	shipped	unsat	107	0	18136	dl-online
off	QF_RDL/sal/fischer3-mutex-6.smt2	1	True	shipped	unsat	107	0	18136	dl-online
2	QF_RDL/sal/fischer3-mutex-7.smt2	1	True	shipped	unsat	108	0	19156	dl-online
4	QF_RDL/sal/fischer3-mutex-7.smt2	1	True	shipped	unsat	108	0	19156	dl-online
16	QF_RDL/sal/fischer3-mutex-7.smt2	1	True	shipped	unsat	108	0	19156	dl-online
off	QF_RDL/sal/fischer3-mutex-7.smt2	1	True	shipped	unsat	108	0	19156	dl-online
2	QF_RDL/sal/fischer3-mutex-8.smt2	1	True	shipped	unsat	108	0	20004	dl-online
4	QF_RDL/sal/fischer3-mutex-8.smt2	1	True	shipped	unsat	108	0	20004	dl-online
16	QF_RDL/sal/fischer3-mutex-8.smt2	1	True	shipped	unsat	108	0	20004	dl-online
off	QF_RDL/sal/fischer3-mutex-8.smt2	1	True	shipped	unsat	108	0	20004	dl-online
2	QF_RDL/sal/fischer3-mutex-9.smt2	1	True	shipped	unsat	208	0	20432	dl-online
4	QF_RDL/sal/fischer3-mutex-9.smt2	1	True	shipped	unsat	208	0	20432	dl-online
16	QF_RDL/sal/fischer3-mutex-9.smt2	1	True	shipped	unsat	208	0	20432	dl-online
off	QF_RDL/sal/fischer3-mutex-9.smt2	1	True	shipped	unsat	208	0	20432	dl-online
2	QF_RDL/sal/fischer6-mutex-1.smt2	1	True	shipped	unsat	108	0	16328	dl-online
4	QF_RDL/sal/fischer6-mutex-1.smt2	1	True	shipped	unsat	108	0	16328	dl-online
16	QF_RDL/sal/fischer6-mutex-1.smt2	1	True	shipped	unsat	108	0	16328	dl-online
off	QF_RDL/sal/fischer6-mutex-1.smt2	1	True	shipped	unsat	108	0	16328	dl-online
2	QF_RDL/sal/fischer6-mutex-10.smt2	1	True	shipped	unsat	2311	0	32760	dl-online
4	QF_RDL/sal/fischer6-mutex-10.smt2	1	True	shipped	unsat	2311	0	32760	dl-online
16	QF_RDL/sal/fischer6-mutex-10.smt2	1	True	shipped	unsat	2311	0	32760	dl-online
off	QF_RDL/sal/fischer6-mutex-10.smt2	1	True	shipped	unsat	2311	0	32760	dl-online
2	QF_RDL/sal/fischer6-mutex-11.smt2	1	True	shipped	unsat	4411	0	37448	dl-online
4	QF_RDL/sal/fischer6-mutex-11.smt2	1	True	shipped	unsat	4411	0	37448	dl-online
16	QF_RDL/sal/fischer6-mutex-11.smt2	1	True	shipped	unsat	4411	0	37448	dl-online
off	QF_RDL/sal/fischer6-mutex-11.smt2	1	True	shipped	unsat	4411	0	37448	dl-online
2	QF_RDL/sal/fischer6-mutex-12.smt2	1	True	shipped	unsat	5914	0	45104	dl-online
4	QF_RDL/sal/fischer6-mutex-12.smt2	1	True	shipped	unsat	5914	0	45104	dl-online
16	QF_RDL/sal/fischer6-mutex-12.smt2	1	True	shipped	unsat	5914	0	45104	dl-online
off	QF_RDL/sal/fischer6-mutex-12.smt2	1	True	shipped	unsat	5914	0	45104	dl-online
2	QF_RDL/sal/fischer6-mutex-13.smt2	1	True	shipped	unsat	7515	0	52036	dl-online
4	QF_RDL/sal/fischer6-mutex-13.smt2	1	True	shipped	unsat	7515	0	52036	dl-online
16	QF_RDL/sal/fischer6-mutex-13.smt2	1	True	shipped	unsat	7515	0	52036	dl-online
off	QF_RDL/sal/fischer6-mutex-13.smt2	1	True	shipped	unsat	7515	0	52036	dl-online
2	QF_RDL/sal/fischer6-mutex-14.smt2	1	True	shipped	unsat	10218	0	59752	dl-online
4	QF_RDL/sal/fischer6-mutex-14.smt2	1	True	shipped	unsat	10218	0	59752	dl-online
16	QF_RDL/sal/fischer6-mutex-14.smt2	1	True	shipped	unsat	10218	0	59752	dl-online
off	QF_RDL/sal/fischer6-mutex-14.smt2	1	True	shipped	unsat	10218	0	59752	dl-online
2	QF_RDL/sal/fischer6-mutex-15.smt2	1	True	shipped	unsat	7916	0	61208	dl-online
4	QF_RDL/sal/fischer6-mutex-15.smt2	1	True	shipped	unsat	7916	0	61208	dl-online
16	QF_RDL/sal/fischer6-mutex-15.smt2	1	True	shipped	unsat	7916	0	61208	dl-online
off	QF_RDL/sal/fischer6-mutex-15.smt2	1	True	shipped	unsat	7916	0	61208	dl-online
2	QF_RDL/sal/fischer6-mutex-16.smt2	1	True	shipped	unsat	10016	0	73812	dl-online
4	QF_RDL/sal/fischer6-mutex-16.smt2	1	True	shipped	unsat	10016	0	73812	dl-online
16	QF_RDL/sal/fischer6-mutex-16.smt2	1	True	shipped	unsat	10016	0	73812	dl-online
off	QF_RDL/sal/fischer6-mutex-16.smt2	1	True	shipped	unsat	10016	0	73812	dl-online
2	QF_RDL/sal/fischer6-mutex-17.smt2	1	True	shipped	unsat	16822	0	94824	dl-online
4	QF_RDL/sal/fischer6-mutex-17.smt2	1	True	shipped	unsat	16822	0	94824	dl-online
16	QF_RDL/sal/fischer6-mutex-17.smt2	1	True	shipped	unsat	16822	0	94824	dl-online
off	QF_RDL/sal/fischer6-mutex-17.smt2	1	True	shipped	unsat	16822	0	94824	dl-online
2	QF_RDL/sal/fischer6-mutex-18.smt2	1	True	shipped	unsat	15023	0	85476	dl-online
4	QF_RDL/sal/fischer6-mutex-18.smt2	1	True	shipped	unsat	15023	0	85476	dl-online
16	QF_RDL/sal/fischer6-mutex-18.smt2	1	True	shipped	unsat	15023	0	85476	dl-online
off	QF_RDL/sal/fischer6-mutex-18.smt2	1	True	shipped	unsat	15023	0	85476	dl-online
2	QF_RDL/sal/fischer6-mutex-19.smt2	3	False	shipped	unknown	24129	0	94868	none
4	QF_RDL/sal/fischer6-mutex-19.smt2	3	True	65536	unknown	24129	0	469728	none
16	QF_RDL/sal/fischer6-mutex-19.smt2	3	True	65536	unknown	24129	0	469728	none
off	QF_RDL/sal/fischer6-mutex-19.smt2	3	True	65536	unknown	24129	0	469728	none
2	QF_RDL/sal/fischer6-mutex-2.smt2	1	True	shipped	unsat	107	0	17128	dl-online
4	QF_RDL/sal/fischer6-mutex-2.smt2	1	True	shipped	unsat	107	0	17128	dl-online
16	QF_RDL/sal/fischer6-mutex-2.smt2	1	True	shipped	unsat	107	0	17128	dl-online
off	QF_RDL/sal/fischer6-mutex-2.smt2	1	True	shipped	unsat	107	0	17128	dl-online
2	QF_RDL/sal/fischer6-mutex-20.smt2	3	False	shipped	unknown	24129	0	106720	none
4	QF_RDL/sal/fischer6-mutex-20.smt2	3	True	65536	unknown	24129	0	378612	none
16	QF_RDL/sal/fischer6-mutex-20.smt2	3	True	65536	unknown	24129	0	378612	none
off	QF_RDL/sal/fischer6-mutex-20.smt2	3	True	65536	unknown	24129	0	378612	none
2	QF_RDL/sal/fischer6-mutex-3.smt2	1	True	shipped	unsat	108	0	19056	dl-online
4	QF_RDL/sal/fischer6-mutex-3.smt2	1	True	shipped	unsat	108	0	19056	dl-online
16	QF_RDL/sal/fischer6-mutex-3.smt2	1	True	shipped	unsat	108	0	19056	dl-online
off	QF_RDL/sal/fischer6-mutex-3.smt2	1	True	shipped	unsat	108	0	19056	dl-online
2	QF_RDL/sal/fischer6-mutex-4.smt2	1	True	shipped	unsat	107	0	19888	dl-online
4	QF_RDL/sal/fischer6-mutex-4.smt2	1	True	shipped	unsat	107	0	19888	dl-online
16	QF_RDL/sal/fischer6-mutex-4.smt2	1	True	shipped	unsat	107	0	19888	dl-online
off	QF_RDL/sal/fischer6-mutex-4.smt2	1	True	shipped	unsat	107	0	19888	dl-online
2	QF_RDL/sal/fischer6-mutex-5.smt2	1	True	shipped	unsat	106	0	20648	dl-online
4	QF_RDL/sal/fischer6-mutex-5.smt2	1	True	shipped	unsat	106	0	20648	dl-online
16	QF_RDL/sal/fischer6-mutex-5.smt2	1	True	shipped	unsat	106	0	20648	dl-online
off	QF_RDL/sal/fischer6-mutex-5.smt2	1	True	shipped	unsat	106	0	20648	dl-online
2	QF_RDL/sal/fischer6-mutex-6.smt2	1	True	shipped	unsat	207	0	22780	dl-online
4	QF_RDL/sal/fischer6-mutex-6.smt2	1	True	shipped	unsat	207	0	22780	dl-online
16	QF_RDL/sal/fischer6-mutex-6.smt2	1	True	shipped	unsat	207	0	22780	dl-online
off	QF_RDL/sal/fischer6-mutex-6.smt2	1	True	shipped	unsat	207	0	22780	dl-online
2	QF_RDL/sal/fischer6-mutex-7.smt2	1	True	shipped	unsat	208	0	24260	dl-online
4	QF_RDL/sal/fischer6-mutex-7.smt2	1	True	shipped	unsat	208	0	24260	dl-online
16	QF_RDL/sal/fischer6-mutex-7.smt2	1	True	shipped	unsat	208	0	24260	dl-online
off	QF_RDL/sal/fischer6-mutex-7.smt2	1	True	shipped	unsat	208	0	24260	dl-online
2	QF_RDL/sal/fischer6-mutex-8.smt2	1	True	shipped	unsat	607	0	26068	dl-online
4	QF_RDL/sal/fischer6-mutex-8.smt2	1	True	shipped	unsat	607	0	26068	dl-online
16	QF_RDL/sal/fischer6-mutex-8.smt2	1	True	shipped	unsat	607	0	26068	dl-online
off	QF_RDL/sal/fischer6-mutex-8.smt2	1	True	shipped	unsat	607	0	26068	dl-online
2	QF_RDL/sal/fischer6-mutex-9.smt2	1	True	shipped	unsat	1108	0	28996	dl-online
4	QF_RDL/sal/fischer6-mutex-9.smt2	1	True	shipped	unsat	1108	0	28996	dl-online
16	QF_RDL/sal/fischer6-mutex-9.smt2	1	True	shipped	unsat	1108	0	28996	dl-online
off	QF_RDL/sal/fischer6-mutex-9.smt2	1	True	shipped	unsat	1108	0	28996	dl-online
2	QF_RDL/sal/fischer9-mutex-1.smt2	1	True	shipped	unsat	111	0	16772	dl-online
4	QF_RDL/sal/fischer9-mutex-1.smt2	1	True	shipped	unsat	111	0	16772	dl-online
16	QF_RDL/sal/fischer9-mutex-1.smt2	1	True	shipped	unsat	111	0	16772	dl-online
off	QF_RDL/sal/fischer9-mutex-1.smt2	1	True	shipped	unsat	111	0	16772	dl-online
2	QF_RDL/sal/fischer9-mutex-10.smt2	1	True	shipped	unsat	8416	0	52232	dl-online
4	QF_RDL/sal/fischer9-mutex-10.smt2	1	True	shipped	unsat	8416	0	52232	dl-online
16	QF_RDL/sal/fischer9-mutex-10.smt2	1	True	shipped	unsat	8416	0	52232	dl-online
off	QF_RDL/sal/fischer9-mutex-10.smt2	1	True	shipped	unsat	8416	0	52232	dl-online
2	QF_RDL/sal/fischer9-mutex-11.smt2	1	True	shipped	unsat	9816	0	59544	dl-online
4	QF_RDL/sal/fischer9-mutex-11.smt2	1	True	shipped	unsat	9816	0	59544	dl-online
16	QF_RDL/sal/fischer9-mutex-11.smt2	1	True	shipped	unsat	9816	0	59544	dl-online
off	QF_RDL/sal/fischer9-mutex-11.smt2	1	True	shipped	unsat	9816	0	59544	dl-online
2	QF_RDL/sal/fischer9-mutex-12.smt2	1	True	shipped	unsat	17323	0	84700	dl-online
4	QF_RDL/sal/fischer9-mutex-12.smt2	1	True	shipped	unsat	17323	0	84700	dl-online
16	QF_RDL/sal/fischer9-mutex-12.smt2	1	True	shipped	unsat	17323	0	84700	dl-online
off	QF_RDL/sal/fischer9-mutex-12.smt2	1	True	shipped	unsat	17323	0	84700	dl-online
2	QF_RDL/sal/fischer9-mutex-13.smt2	3	False	shipped	unknown	24123	0	90108	none
4	QF_RDL/sal/fischer9-mutex-13.smt2	3	True	65536	unknown	24128	0	909020	none
16	QF_RDL/sal/fischer9-mutex-13.smt2	3	True	65536	unknown	24128	0	909020	none
off	QF_RDL/sal/fischer9-mutex-13.smt2	3	True	65536	unknown	24128	0	909020	none
2	QF_RDL/sal/fischer9-mutex-14.smt2	3	False	shipped	unknown	24128	0	82960	none
4	QF_RDL/sal/fischer9-mutex-14.smt2	3	True	65536	unknown	24129	0	691680	none
16	QF_RDL/sal/fischer9-mutex-14.smt2	3	True	65536	unknown	24129	0	691680	none
off	QF_RDL/sal/fischer9-mutex-14.smt2	3	True	65536	unknown	24129	0	691680	none
2	QF_RDL/sal/fischer9-mutex-15.smt2	3	False	shipped	unknown	24130	0	71060	none
4	QF_RDL/sal/fischer9-mutex-15.smt2	3	True	65536	unknown	24232	0	1073712	none
16	QF_RDL/sal/fischer9-mutex-15.smt2	3	True	65536	unknown	24232	0	1073712	none
off	QF_RDL/sal/fischer9-mutex-15.smt2	3	True	65536	unknown	24232	0	1073712	none
2	QF_RDL/sal/fischer9-mutex-16.smt2	3	False	shipped	unknown	24232	0	75480	none
4	QF_RDL/sal/fischer9-mutex-16.smt2	3	True	65536	unknown	24232	0	1151828	none
16	QF_RDL/sal/fischer9-mutex-16.smt2	3	True	65536	unknown	24232	0	1151828	none
off	QF_RDL/sal/fischer9-mutex-16.smt2	3	True	65536	unknown	24232	0	1151828	none
2	QF_RDL/sal/fischer9-mutex-17.smt2	4	False	shipped	unknown	24231	0	77736	none
4	QF_RDL/sal/fischer9-mutex-17.smt2	4	True	65536	unknown	24231	0	904508	none
16	QF_RDL/sal/fischer9-mutex-17.smt2	4	True	65536	unknown	24231	0	904508	none
off	QF_RDL/sal/fischer9-mutex-17.smt2	4	True	65536	unknown	24231	0	904508	none
2	QF_RDL/sal/fischer9-mutex-18.smt2	4	False	shipped	unknown	24232	0	139652	none
4	QF_RDL/sal/fischer9-mutex-18.smt2	4	True	65536	unknown	24227	0	1329664	none
16	QF_RDL/sal/fischer9-mutex-18.smt2	4	True	65536	unknown	24227	0	1329664	none
off	QF_RDL/sal/fischer9-mutex-18.smt2	4	True	65536	unknown	24227	0	1329664	none
2	QF_RDL/sal/fischer9-mutex-19.smt2	4	False	shipped	unknown	24231	0	142860	none
4	QF_RDL/sal/fischer9-mutex-19.smt2	4	True	65536	unknown	24231	0	957360	none
16	QF_RDL/sal/fischer9-mutex-19.smt2	4	True	65536	unknown	24231	0	957360	none
off	QF_RDL/sal/fischer9-mutex-19.smt2	4	True	65536	unknown	24231	0	957360	none
2	QF_RDL/sal/fischer9-mutex-2.smt2	1	True	shipped	unsat	108	0	19472	dl-online
4	QF_RDL/sal/fischer9-mutex-2.smt2	1	True	shipped	unsat	108	0	19472	dl-online
16	QF_RDL/sal/fischer9-mutex-2.smt2	1	True	shipped	unsat	108	0	19472	dl-online
off	QF_RDL/sal/fischer9-mutex-2.smt2	1	True	shipped	unsat	108	0	19472	dl-online
2	QF_RDL/sal/fischer9-mutex-20.smt2	4	False	shipped	unknown	24236	0	84084	none
4	QF_RDL/sal/fischer9-mutex-20.smt2	4	True	65536	unknown	24333	0	919576	none
16	QF_RDL/sal/fischer9-mutex-20.smt2	4	True	65536	unknown	24333	0	919576	none
off	QF_RDL/sal/fischer9-mutex-20.smt2	4	True	65536	unknown	24333	0	919576	none
2	QF_RDL/sal/fischer9-mutex-3.smt2	1	True	shipped	unsat	107	0	20376	dl-online
4	QF_RDL/sal/fischer9-mutex-3.smt2	1	True	shipped	unsat	107	0	20376	dl-online
16	QF_RDL/sal/fischer9-mutex-3.smt2	1	True	shipped	unsat	107	0	20376	dl-online
off	QF_RDL/sal/fischer9-mutex-3.smt2	1	True	shipped	unsat	107	0	20376	dl-online
2	QF_RDL/sal/fischer9-mutex-4.smt2	1	True	shipped	unsat	108	0	23032	dl-online
4	QF_RDL/sal/fischer9-mutex-4.smt2	1	True	shipped	unsat	108	0	23032	dl-online
16	QF_RDL/sal/fischer9-mutex-4.smt2	1	True	shipped	unsat	108	0	23032	dl-online
off	QF_RDL/sal/fischer9-mutex-4.smt2	1	True	shipped	unsat	108	0	23032	dl-online
2	QF_RDL/sal/fischer9-mutex-5.smt2	1	True	shipped	unsat	208	0	24820	dl-online
4	QF_RDL/sal/fischer9-mutex-5.smt2	1	True	shipped	unsat	208	0	24820	dl-online
16	QF_RDL/sal/fischer9-mutex-5.smt2	1	True	shipped	unsat	208	0	24820	dl-online
off	QF_RDL/sal/fischer9-mutex-5.smt2	1	True	shipped	unsat	208	0	24820	dl-online
2	QF_RDL/sal/fischer9-mutex-6.smt2	1	True	shipped	unsat	508	0	26608	dl-online
4	QF_RDL/sal/fischer9-mutex-6.smt2	1	True	shipped	unsat	508	0	26608	dl-online
16	QF_RDL/sal/fischer9-mutex-6.smt2	1	True	shipped	unsat	508	0	26608	dl-online
off	QF_RDL/sal/fischer9-mutex-6.smt2	1	True	shipped	unsat	508	0	26608	dl-online
2	QF_RDL/sal/fischer9-mutex-7.smt2	1	True	shipped	unsat	408	0	28748	dl-online
4	QF_RDL/sal/fischer9-mutex-7.smt2	1	True	shipped	unsat	408	0	28748	dl-online
16	QF_RDL/sal/fischer9-mutex-7.smt2	1	True	shipped	unsat	408	0	28748	dl-online
off	QF_RDL/sal/fischer9-mutex-7.smt2	1	True	shipped	unsat	408	0	28748	dl-online
2	QF_RDL/sal/fischer9-mutex-8.smt2	1	True	shipped	unsat	808	0	33140	dl-online
4	QF_RDL/sal/fischer9-mutex-8.smt2	1	True	shipped	unsat	808	0	33140	dl-online
16	QF_RDL/sal/fischer9-mutex-8.smt2	1	True	shipped	unsat	808	0	33140	dl-online
off	QF_RDL/sal/fischer9-mutex-8.smt2	1	True	shipped	unsat	808	0	33140	dl-online
2	QF_RDL/sal/fischer9-mutex-9.smt2	1	True	shipped	unsat	2610	0	38984	dl-online
4	QF_RDL/sal/fischer9-mutex-9.smt2	1	True	shipped	unsat	2610	0	38984	dl-online
16	QF_RDL/sal/fischer9-mutex-9.smt2	1	True	shipped	unsat	2610	0	38984	dl-online
off	QF_RDL/sal/fischer9-mutex-9.smt2	1	True	shipped	unsat	2610	0	38984	dl-online
2	QF_RDL/scheduling/abz5_1000.smt2	1	True	shipped	unsat	108	0	18796	dl-online
4	QF_RDL/scheduling/abz5_1000.smt2	1	True	shipped	unsat	108	0	18796	dl-online
16	QF_RDL/scheduling/abz5_1000.smt2	1	True	shipped	unsat	108	0	18796	dl-online
off	QF_RDL/scheduling/abz5_1000.smt2	1	True	shipped	unsat	108	0	18796	dl-online
2	QF_RDL/scheduling/abz5_1200.smt2	1	True	shipped	unsat	5912	0	26984	dl-online
4	QF_RDL/scheduling/abz5_1200.smt2	1	True	shipped	unsat	5912	0	26984	dl-online
16	QF_RDL/scheduling/abz5_1200.smt2	1	True	shipped	unsat	5912	0	26984	dl-online
off	QF_RDL/scheduling/abz5_1200.smt2	1	True	shipped	unsat	5912	0	26984	dl-online
2	QF_RDL/scheduling/abz5_1234.smt2	1	True	shipped	sat	5312	0	24556	dl-online
4	QF_RDL/scheduling/abz5_1234.smt2	1	True	shipped	sat	5312	0	24556	dl-online
16	QF_RDL/scheduling/abz5_1234.smt2	1	True	shipped	sat	5312	0	24556	dl-online
off	QF_RDL/scheduling/abz5_1234.smt2	1	True	shipped	sat	5312	0	24556	dl-online
2	QF_RDL/scheduling/abz5_1300.smt2	1	True	shipped	sat	608	0	20956	dl-online
4	QF_RDL/scheduling/abz5_1300.smt2	1	True	shipped	sat	608	0	20956	dl-online
16	QF_RDL/scheduling/abz5_1300.smt2	1	True	shipped	sat	608	0	20956	dl-online
off	QF_RDL/scheduling/abz5_1300.smt2	1	True	shipped	sat	608	0	20956	dl-online
2	QF_RDL/scheduling/abz5_1400.smt2	1	True	shipped	sat	208	0	20308	dl-online
4	QF_RDL/scheduling/abz5_1400.smt2	1	True	shipped	sat	208	0	20308	dl-online
16	QF_RDL/scheduling/abz5_1400.smt2	1	True	shipped	sat	208	0	20308	dl-online
off	QF_RDL/scheduling/abz5_1400.smt2	1	True	shipped	sat	208	0	20308	dl-online
2	QF_RDL/scheduling/abz6_1000.smt2	1	True	shipped	sat	108	0	20544	dl-online
4	QF_RDL/scheduling/abz6_1000.smt2	1	True	shipped	sat	108	0	20544	dl-online
16	QF_RDL/scheduling/abz6_1000.smt2	1	True	shipped	sat	108	0	20544	dl-online
off	QF_RDL/scheduling/abz6_1000.smt2	1	True	shipped	sat	108	0	20544	dl-online
2	QF_RDL/scheduling/abz6_1100.smt2	1	True	shipped	sat	209	0	20588	dl-online
4	QF_RDL/scheduling/abz6_1100.smt2	1	True	shipped	sat	209	0	20588	dl-online
16	QF_RDL/scheduling/abz6_1100.smt2	1	True	shipped	sat	209	0	20588	dl-online
off	QF_RDL/scheduling/abz6_1100.smt2	1	True	shipped	sat	209	0	20588	dl-online
2	QF_RDL/scheduling/abz6_800.smt2	1	True	shipped	unsat	108	0	18396	dl-online
4	QF_RDL/scheduling/abz6_800.smt2	1	True	shipped	unsat	108	0	18396	dl-online
16	QF_RDL/scheduling/abz6_800.smt2	1	True	shipped	unsat	108	0	18396	dl-online
off	QF_RDL/scheduling/abz6_800.smt2	1	True	shipped	unsat	108	0	18396	dl-online
2	QF_RDL/scheduling/abz6_900.smt2	1	True	shipped	unsat	308	0	19444	dl-online
4	QF_RDL/scheduling/abz6_900.smt2	1	True	shipped	unsat	308	0	19444	dl-online
16	QF_RDL/scheduling/abz6_900.smt2	1	True	shipped	unsat	308	0	19444	dl-online
off	QF_RDL/scheduling/abz6_900.smt2	1	True	shipped	unsat	308	0	19444	dl-online
2	QF_RDL/scheduling/abz6_943.smt2	1	True	shipped	sat	2109	0	22364	dl-online
4	QF_RDL/scheduling/abz6_943.smt2	1	True	shipped	sat	2109	0	22364	dl-online
16	QF_RDL/scheduling/abz6_943.smt2	1	True	shipped	sat	2109	0	22364	dl-online
off	QF_RDL/scheduling/abz6_943.smt2	1	True	shipped	sat	2109	0	22364	dl-online
2	QF_RDL/scheduling/abz7_500.smt2	1	True	shipped	unsat	6312	0	133480	dl-online
4	QF_RDL/scheduling/abz7_500.smt2	1	True	shipped	unsat	6312	0	133480	dl-online
16	QF_RDL/scheduling/abz7_500.smt2	1	True	shipped	unsat	6312	0	133480	dl-online
off	QF_RDL/scheduling/abz7_500.smt2	1	True	shipped	unsat	6312	0	133480	dl-online
